arc_id,from_node,to_node,length_km,t0_h,ideal_time_h,capacity_veh_h,alpha,beta,free_speed_kmh,edge_kind,road_class,is_congested,congestion_time_penalty,infos
13,26,1,2.595014455707521,28.30924860771841,0.047182081012864016,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,"(28.30924860771841, 1200.0, 0.15, 4.0)"
14,1,47,4.485111733529232,48.92849163850071,0.08154748606416785,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,"(48.92849163850071, 1200.0, 0.15, 4.0)"
15,47,1,4.485111733529232,48.92849163850071,0.08154748606416785,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,"(48.92849163850071, 1200.0, 0.15, 4.0)"
16,1,9,1.4406457490521818,21.60968623578273,0.036016143726304545,600.0,0.15,4.0,40.0,knn,local,False,1.0,"(21.60968623578273, 600.0, 0.15, 4.0)"
17,9,1,1.4406457490521818,21.60968623578273,0.036016143726304545,600.0,0.15,4.0,40.0,knn,local,False,1.0,"(21.60968623578273, 600.0, 0.15, 4.0)"
18,1,40,3.3440178493607338,36.48019472029891,0.06080032453383152,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,"(36.48019472029891, 1200.0, 0.15, 4.0)"
19,40,1,3.3440178493607338,36.48019472029891,0.06080032453383152,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,"(36.48019472029891, 1200.0, 0.15, 4.0)"
20,1,37,9.838610116236701,107.33029217712765,0.17888382029521274,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,"(107.33029217712765, 1200.0, 0.15, 4.0)"
21,37,1,9.838610116236701,107.33029217712765,0.17888382029521274,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,"(107.33029217712765, 1200.0, 0.15, 4.0)"
22,1,66,5.020127413028402,54.7650263239462,0.09127504387324367,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,"(54.7650263239462, 1200.0, 0.15, 4.0)"
23,66,1,5.020127413028402,54.7650263239462,0.09127504387324367,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,"(54.7650263239462, 1200.0, 0.15, 4.0)"
24,2,41,5.4420987894295285,59.36835043014031,0.09894725071690051,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,"(59.36835043014031, 1200.0, 0.15, 4.0)"
25,41,2,5.4420987894295285,59.36835043014031,0.09894725071690051,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,"(59.36835043014031, 1200.0, 0.15, 4.0)"
26,2,24,5.449688560265821,59.451147930172596,0.09908524655028766,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,"(59.451147930172596, 1200.0, 0.15, 4.0)"
27,24,2,5.449688560265821,59.451147930172596,0.09908524655028766,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,"(59.451147930172596, 1200.0, 0.15, 4.0)"
28,2,52,6.477039963716162,70.65861778599451,0.1177643629766575,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,"(70.65861778599451, 1200.0, 0.15, 4.0)"
29,52,2,6.477039963716162,70.65861778599451,0.1177643629766575,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,"(70.65861778599451, 1200.0, 0.15, 4.0)"
30,2,23,11.324951959996438,123.54493047268842,0.2059082174544807,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,"(123.54493047268842, 1200.0, 0.15, 4.0)"
31,23,2,11.324951959996438,123.54493047268842,0.2059082174544807,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,"(123.54493047268842, 1200.0, 0.15, 4.0)"
32,3,30,3.606106798743434,39.33934689538292,0.06556557815897153,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,"(39.33934689538292, 1200.0, 0.15, 4.0)"
33,30,3,3.606106798743434,39.33934689538292,0.06556557815897153,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,"(39.33934689538292, 1200.0, 0.15, 4.0)"
34,3,53,2.305418115908397,34.58127173862596,0.057635452897709924,600.0,0.15,4.0,40.0,knn,local,False,1.0,"(34.58127173862596, 600.0, 0.15, 4.0)"
35,53,3,2.305418115908397,34.58127173862596,0.057635452897709924,600.0,0.15,4.0,40.0,knn,local,False,1.0,"(34.58127173862596, 600.0, 0.15, 4.0)"
36,3,48,3.6153730981311383,39.44043379779424,0.06573405632965706,420.0,0.15,4.0,55.0,knn,arterial,True,3.0,"(39.44043379779424, 420.0, 0.15, 4.0)"
37,48,3,3.6153730981311383,39.44043379779424,0.06573405632965706,420.0,0.15,4.0,55.0,knn,arterial,True,3.0,"(39.44043379779424, 420.0, 0.15, 4.0)"
38,3,60,4.733077984488833,51.633578012605454,0.08605596335434243,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,"(51.633578012605454, 1200.0, 0.15, 4.0)"
39,60,3,4.733077984488833,51.633578012605454,0.08605596335434243,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,"(51.633578012605454, 1200.0, 0.15, 4.0)"
40,3,63,5.24437808376615,57.2113972774489,0.09535232879574818,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,"(57.2113972774489, 1200.0, 0.15, 4.0)"
41,63,3,5.24437808376615,57.2113972774489,0.09535232879574818,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,"(57.2113972774489, 1200.0, 0.15, 4.0)"
42,4,8,2.0209872271174447,30.31480840676167,0.05052468067793612,210.0,0.15,4.0,40.0,knn,local,True,3.0,"(30.31480840676167, 210.0, 0.15, 4.0)"
43,8,4,2.0209872271174447,30.31480840676167,0.05052468067793612,210.0,0.15,4.0,40.0,knn,local,True,3.0,"(30.31480840676167, 210.0, 0.15, 4.0)"
44,4,42,2.1184940025842107,31.77741003876316,0.05296235006460527,210.0,0.15,4.0,40.0,knn,local,True,3.0,"(31.77741003876316, 210.0, 0.15, 4.0)"
45,42,4,2.1184940025842107,31.77741003876316,0.05296235006460527,210.0,0.15,4.0,40.0,knn,local,True,3.0,"(31.77741003876316, 210.0, 0.15, 4.0)"
46,4,55,2.862176082686399,31.223739083851623,0.052039565139752705,420.0,0.15,4.0,55.0,knn,arterial,True,3.0,"(31.223739083851623, 420.0, 0.15, 4.0)"
47,55,4,2.862176082686399,31.223739083851623,0.052039565139752705,420.0,0.15,4.0,55.0,knn,arterial,True,3.0,"(31.223739083851623, 420.0, 0.15, 4.0)"
48,4,72,2.9367374509193804,32.037135828211426,0.05339522638035237,420.0,0.15,4.0,55.0,knn,arterial,True,3.0,"(32.037135828211426, 420.0, 0.15, 4.0)"
49,72,4,2.9367374509193804,32.037135828211426,0.05339522638035237,420.0,0.15,4.0,55.0,knn,arterial,True,3.0,"(32.037135828211426, 420.0, 0.15, 4.0)"
50,4,17,0.47322262348162386,7.098339352224357,0.011830565587040596,210.0,0.15,4.0,40.0,knn,local,True,3.0,"(7.098339352224357, 210.0, 0.15, 4.0)"
51,17,4,0.47322262348162386,7.098339352224357,0.011830565587040596,210.0,0.15,4.0,40.0,knn,local,True,3.0,"(7.098339352224357, 210.0, 0.15, 4.0)"
52,4,48,4.290632357461167,46.80689844503091,0.07801149740838485,420.0,0.15,4.0,55.0,knn,arterial,True,3.0,"(46.80689844503091, 420.0, 0.15, 4.0)"
53,48,4,4.290632357461167,46.80689844503091,0.07801149740838485,420.0,0.15,4.0,55.0,knn,arterial,True,3.0,"(46.80689844503091, 420.0, 0.15, 4.0)"
54,5,69,4.978634792989267,54.312379559882906,0.09052063259980485,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,"(54.312379559882906, 1200.0, 0.15, 4.0)"
55,69,5,4.978634792989267,54.312379559882906,0.09052063259980485,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,"(54.312379559882906, 1200.0, 0.15, 4.0)"
56,5,22,0.44145580937277396,6.62183714059161,0.01103639523431935,600.0,0.15,4.0,40.0,knn,local,False,1.0,"(6.62183714059161, 600.0, 0.15, 4.0)"
57,22,5,0.44145580937277396,6.62183714059161,0.01103639523431935,600.0,0.15,4.0,40.0,knn,local,False,1.0,"(6.62183714059161, 600.0, 0.15, 4.0)"
58,5,44,3.910001842933479,42.65456555927431,0.07109094259879052,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,"(42.65456555927431, 1200.0, 0.15, 4.0)"
59,44,5,3.910001842933479,42.65456555927431,0.07109094259879052,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,"(42.65456555927431, 1200.0, 0.15, 4.0)"
60,5,7,3.5426865216765577,38.647489327380626,0.06441248221230104,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,"(38.647489327380626, 1200.0, 0.15, 4.0)"
61,7,5,3.5426865216765577,38.647489327380626,0.06441248221230104,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,"(38.647489327380626, 1200.0, 0.15, 4.0)"
62,5,68,5.227300133398324,57.025092364345355,0.09504182060724226,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,"(57.025092364345355, 1200.0, 0.15, 4.0)"
63,68,5,5.227300133398324,57.025092364345355,0.09504182060724226,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,"(57.025092364345355, 1200.0, 0.15, 4.0)"
64,5,11,7.612746478866841,83.04814340582008,0.13841357234303348,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,"(83.04814340582008, 1200.0, 0.15, 4.0)"
65,11,5,7.612746478866841,83.04814340582008,0.13841357234303348,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,"(83.04814340582008, 1200.0, 0.15, 4.0)"
66,5,23,14.677791176460325,160.1213582886581,0.26686893048109683,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,"(160.1213582886581, 1200.0, 0.15, 4.0)"
67,23,5,14.677791176460325,160.1213582886581,0.26686893048109683,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,"(160.1213582886581, 1200.0, 0.15, 4.0)"
68,5,41,5.309067016752085,57.91709472820456,0.09652849121367427,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,"(57.91709472820456, 1200.0, 0.15, 4.0)"
69,41,5,5.309067016752085,57.91709472820456,0.09652849121367427,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,"(57.91709472820456, 1200.0, 0.15, 4.0)"
70,5,51,11.171325187317086,121.86900204345912,0.2031150034057652,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,"(121.86900204345912, 1200.0, 0.15, 4.0)"
71,51,5,11.171325187317086,121.86900204345912,0.2031150034057652,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,"(121.86900204345912, 1200.0, 0.15, 4.0)"
72,5,71,31.568944481607723,291.4056413686867,0.4856760689478111,1500.0,0.15,4.0,65.0,shortcut,shortcut,False,1.0,"(291.4056413686867, 1500.0, 0.15, 4.0)"
73,71,5,31.568944481607723,291.4056413686867,0.4856760689478111,1500.0,0.15,4.0,65.0,shortcut,shortcut,False,1.0,"(291.4056413686867, 1500.0, 0.15, 4.0)"
74,6,20,2.4437486342876347,36.65622951431452,0.06109371585719087,600.0,0.15,4.0,40.0,knn,local,False,1.0,"(36.65622951431452, 600.0, 0.15, 4.0)"
75,20,6,2.4437486342876347,36.65622951431452,0.06109371585719087,600.0,0.15,4.0,40.0,knn,local,False,1.0,"(36.65622951431452, 600.0, 0.15, 4.0)"
76,6,79,3.3489179655595707,36.533650533377134,0.06088941755562856,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,"(36.533650533377134, 1200.0, 0.15, 4.0)"
77,79,6,3.3489179655595707,36.533650533377134,0.06088941755562856,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,"(36.533650533377134, 1200.0, 0.15, 4.0)"
78,6,24,5.003079412289481,54.579048134067065,0.09096508022344511,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,"(54.579048134067065, 1200.0, 0.15, 4.0)"
79,24,6,5.003079412289481,54.579048134067065,0.09096508022344511,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,"(54.579048134067065, 1200.0, 0.15, 4.0)"
80,6,39,7.021319120265184,76.5962085847111,0.12766034764118517,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,"(76.5962085847111, 1200.0, 0.15, 4.0)"
81,39,6,7.021319120265184,76.5962085847111,0.12766034764118517,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,"(76.5962085847111, 1200.0, 0.15, 4.0)"
82,7,44,0.3989011413134381,5.983517119701572,0.009972528532835954,600.0,0.15,4.0,40.0,knn,local,False,1.0,"(5.983517119701572, 600.0, 0.15, 4.0)"
83,44,7,0.3989011413134381,5.983517119701572,0.009972528532835954,600.0,0.15,4.0,40.0,knn,local,False,1.0,"(5.983517119701572, 600.0, 0.15, 4.0)"
84,7,45,3.245028566026886,35.400311629384206,0.059000519382307014,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,"(35.400311629384206, 1200.0, 0.15, 4.0)"
85,45,7,3.245028566026886,35.400311629384206,0.059000519382307014,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,"(35.400311629384206, 1200.0, 0.15, 4.0)"
86,7,22,3.1521982487429336,34.38761725901382,0.0573126954316897,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,"(34.38761725901382, 1200.0, 0.15, 4.0)"
87,22,7,3.1521982487429336,34.38761725901382,0.0573126954316897,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,"(34.38761725901382, 1200.0, 0.15, 4.0)"
88,7,13,4.301098395900116,46.92107340981945,0.07820178901636575,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,"(46.92107340981945, 1200.0, 0.15, 4.0)"
89,13,7,4.301098395900116,46.92107340981945,0.07820178901636575,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,"(46.92107340981945, 1200.0, 0.15, 4.0)"
90,7,41,5.234980605061644,57.1088793279452,0.09518146554657533,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,"(57.1088793279452, 1200.0, 0.15, 4.0)"
91,41,7,5.234980605061644,57.1088793279452,0.09518146554657533,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,"(57.1088793279452, 1200.0, 0.15, 4.0)"
92,8,31,1.5718002969005997,23.577004453508998,0.039295007422514995,210.0,0.15,4.0,40.0,knn,local,True,3.0,"(23.577004453508998, 210.0, 0.15, 4.0)"
93,31,8,1.5718002969005997,23.577004453508998,0.039295007422514995,210.0,0.15,4.0,40.0,knn,local,True,3.0,"(23.577004453508998, 210.0, 0.15, 4.0)"
94,8,72,1.2356874309437793,18.53531146415669,0.030892185773594483,210.0,0.15,4.0,40.0,knn,local,True,3.0,"(18.53531146415669, 210.0, 0.15, 4.0)"
95,72,8,1.2356874309437793,18.53531146415669,0.030892185773594483,210.0,0.15,4.0,40.0,knn,local,True,3.0,"(18.53531146415669, 210.0, 0.15, 4.0)"
96,8,17,1.6279584438067927,24.41937665710189,0.040698961095169815,210.0,0.15,4.0,40.0,knn,local,True,3.0,"(24.41937665710189, 210.0, 0.15, 4.0)"
97,17,8,1.6279584438067927,24.41937665710189,0.040698961095169815,210.0,0.15,4.0,40.0,knn,local,True,3.0,"(24.41937665710189, 210.0, 0.15, 4.0)"
98,8,18,1.719805878175587,25.797088172633806,0.042995146954389676,210.0,0.15,4.0,40.0,knn,local,True,3.0,"(25.797088172633806, 210.0, 0.15, 4.0)"
99,18,8,1.719805878175587,25.797088172633806,0.042995146954389676,210.0,0.15,4.0,40.0,knn,local,True,3.0,"(25.797088172633806, 210.0, 0.15, 4.0)"
100,8,42,2.927460453661329,31.935932221759952,0.053226553702933256,420.0,0.15,4.0,55.0,knn,arterial,True,3.0,"(31.935932221759952, 420.0, 0.15, 4.0)"
101,42,8,2.927460453661329,31.935932221759952,0.053226553702933256,420.0,0.15,4.0,55.0,knn,arterial,True,3.0,"(31.935932221759952, 420.0, 0.15, 4.0)"
102,8,55,2.764033950156048,30.15309763806598,0.050255162730109965,420.0,0.15,4.0,55.0,knn,arterial,True,3.0,"(30.15309763806598, 420.0, 0.15, 4.0)"
103,55,8,2.764033950156048,30.15309763806598,0.050255162730109965,420.0,0.15,4.0,55.0,knn,arterial,True,3.0,"(30.15309763806598, 420.0, 0.15, 4.0)"
104,8,59,3.3051879138758014,36.05659542409965,0.06009432570683275,420.0,0.15,4.0,55.0,knn,arterial,True,3.0,"(36.05659542409965, 420.0, 0.15, 4.0)"
105,59,8,3.3051879138758014,36.05659542409965,0.06009432570683275,420.0,0.15,4.0,55.0,knn,arterial,True,3.0,"(36.05659542409965, 420.0, 0.15, 4.0)"
106,8,74,2.2410264063677987,33.61539609551698,0.05602566015919497,210.0,0.15,4.0,40.0,knn,local,True,3.0,"(33.61539609551698, 210.0, 0.15, 4.0)"
107,74,8,2.2410264063677987,33.61539609551698,0.05602566015919497,210.0,0.15,4.0,40.0,knn,local,True,3.0,"(33.61539609551698, 210.0, 0.15, 4.0)"
108,9,26,1.1553663506023342,17.33049525903501,0.028884158765058354,600.0,0.15,4.0,40.0,knn,local,False,1.0,"(17.33049525903501, 600.0, 0.15, 4.0)"
109,26,9,1.1553663506023342,17.33049525903501,0.028884158765058354,600.0,0.15,4.0,40.0,knn,local,False,1.0,"(17.33049525903501, 600.0, 0.15, 4.0)"
110,9,34,3.889135895733452,42.426937044364934,0.07071156174060822,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,"(42.426937044364934, 1200.0, 0.15, 4.0)"
111,34,9,3.889135895733452,42.426937044364934,0.07071156174060822,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,"(42.426937044364934, 1200.0, 0.15, 4.0)"
112,9,47,3.0695557597015224,33.48606283310752,0.05581010472184586,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,"(33.48606283310752, 1200.0, 0.15, 4.0)"
113,47,9,3.0695557597015224,33.48606283310752,0.05581010472184586,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,"(33.48606283310752, 1200.0, 0.15, 4.0)"
114,9,65,3.1407902773238665,34.263166661714905,0.05710527776952484,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,"(34.263166661714905, 1200.0, 0.15, 4.0)"
115,65,9,3.1407902773238665,34.263166661714905,0.05710527776952484,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,"(34.263166661714905, 1200.0, 0.15, 4.0)"
116,9,40,4.7374857934859,51.681663201664364,0.08613610533610727,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,"(51.681663201664364, 1200.0, 0.15, 4.0)"
117,40,9,4.7374857934859,51.681663201664364,0.08613610533610727,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,"(51.681663201664364, 1200.0, 0.15, 4.0)"
118,10,32,2.61068493238036,28.4801992623312,0.047466998770552,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,"(28.4801992623312, 1200.0, 0.15, 4.0)"
119,32,10,2.61068493238036,28.4801992623312,0.047466998770552,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,"(28.4801992623312, 1200.0, 0.15, 4.0)"
120,10,50,3.058329563220429,33.36359523513195,0.05560599205855325,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,"(33.36359523513195, 1200.0, 0.15, 4.0)"
121,50,10,3.058329563220429,33.36359523513195,0.05560599205855325,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,"(33.36359523513195, 1200.0, 0.15, 4.0)"
122,10,76,3.0795682417369576,33.59528990985772,0.05599214984976287,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,"(33.59528990985772, 1200.0, 0.15, 4.0)"
123,76,10,3.0795682417369576,33.59528990985772,0.05599214984976287,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,"(33.59528990985772, 1200.0, 0.15, 4.0)"
124,10,46,2.9737855300055998,32.441296690970184,0.054068827818283635,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,"(32.441296690970184, 1200.0, 0.15, 4.0)"
125,46,10,2.9737855300055998,32.441296690970184,0.054068827818283635,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,"(32.441296690970184, 1200.0, 0.15, 4.0)"
126,10,33,3.0314020346904846,33.069840378441654,0.055116400630736084,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,"(33.069840378441654, 1200.0, 0.15, 4.0)"
127,33,10,3.0314020346904846,33.069840378441654,0.055116400630736084,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,"(33.069840378441654, 1200.0, 0.15, 4.0)"
128,10,38,3.96000432477405,43.20004717935327,0.07200007863225545,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,"(43.20004717935327, 1200.0, 0.15, 4.0)"
129,38,10,3.96000432477405,43.20004717935327,0.07200007863225545,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,"(43.20004717935327, 1200.0, 0.15, 4.0)"
130,10,43,3.1190625313317994,34.026136705437814,0.056710227842396356,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,"(34.026136705437814, 1200.0, 0.15, 4.0)"
131,43,10,3.1190625313317994,34.026136705437814,0.056710227842396356,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,"(34.026136705437814, 1200.0, 0.15, 4.0)"
132,10,67,4.257113342295726,46.441236461407925,0.07740206076901321,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,"(46.441236461407925, 1200.0, 0.15, 4.0)"
133,67,10,4.257113342295726,46.441236461407925,0.07740206076901321,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,"(46.441236461407925, 1200.0, 0.15, 4.0)"
134,11,68,2.8318399943194725,30.89279993803061,0.051487999896717686,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,"(30.89279993803061, 1200.0, 0.15, 4.0)"
135,68,11,2.8318399943194725,30.89279993803061,0.051487999896717686,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,"(30.89279993803061, 1200.0, 0.15, 4.0)"
136,11,51,4.18255877676284,45.62791392832189,0.07604652321386982,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,"(45.62791392832189, 1200.0, 0.15, 4.0)"
137,51,11,4.18255877676284,45.62791392832189,0.07604652321386982,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,"(45.62791392832189, 1200.0, 0.15, 4.0)"
138,11,27,6.606393102463487,72.06974293596531,0.12011623822660886,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,"(72.06974293596531, 1200.0, 0.15, 4.0)"
139,27,11,6.606393102463487,72.06974293596531,0.12011623822660886,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,"(72.06974293596531, 1200.0, 0.15, 4.0)"
140,12,64,0.9309941025870384,13.964911538805577,0.02327485256467596,600.0,0.15,4.0,40.0,knn,local,False,1.0,"(13.964911538805577, 600.0, 0.15, 4.0)"
141,64,12,0.9309941025870384,13.964911538805577,0.02327485256467596,600.0,0.15,4.0,40.0,knn,local,False,1.0,"(13.964911538805577, 600.0, 0.15, 4.0)"
142,12,54,1.4728108184333757,22.092162276500638,0.036820270460834394,600.0,0.15,4.0,40.0,knn,local,False,1.0,"(22.092162276500638, 600.0, 0.15, 4.0)"
143,54,12,1.4728108184333757,22.092162276500638,0.036820270460834394,600.0,0.15,4.0,40.0,knn,local,False,1.0,"(22.092162276500638, 600.0, 0.15, 4.0)"
144,12,77,3.005002453855687,32.78184495115295,0.05463640825192158,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,"(32.78184495115295, 1200.0, 0.15, 4.0)"
145,77,12,3.005002453855687,32.78184495115295,0.05463640825192158,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,"(32.78184495115295, 1200.0, 0.15, 4.0)"
146,12,39,3.465705797884034,37.80769961328037,0.06301283268880062,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,"(37.80769961328037, 1200.0, 0.15, 4.0)"
147,39,12,3.465705797884034,37.80769961328037,0.06301283268880062,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,"(37.80769961328037, 1200.0, 0.15, 4.0)"
148,12,30,3.653095447389636,39.851950335159664,0.0664199172252661,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,"(39.851950335159664, 1200.0, 0.15, 4.0)"
149,30,12,3.653095447389636,39.851950335159664,0.0664199172252661,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,"(39.851950335159664, 1200.0, 0.15, 4.0)"
150,12,60,4.405962807629601,48.06504881050474,0.08010841468417457,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,"(48.06504881050474, 1200.0, 0.15, 4.0)"
151,60,12,4.405962807629601,48.06504881050474,0.08010841468417457,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,"(48.06504881050474, 1200.0, 0.15, 4.0)"
152,13,63,1.9011047083315968,28.51657062497395,0.04752761770828992,600.0,0.15,4.0,40.0,knn,local,False,1.0,"(28.51657062497395, 600.0, 0.15, 4.0)"
153,63,13,1.9011047083315968,28.51657062497395,0.04752761770828992,600.0,0.15,4.0,40.0,knn,local,False,1.0,"(28.51657062497395, 600.0, 0.15, 4.0)"
154,13,45,1.7452144153547504,26.178216230321258,0.04363036038386876,600.0,0.15,4.0,40.0,knn,local,False,1.0,"(26.178216230321258, 600.0, 0.15, 4.0)"
155,45,13,1.7452144153547504,26.178216230321258,0.04363036038386876,600.0,0.15,4.0,40.0,knn,local,False,1.0,"(26.178216230321258, 600.0, 0.15, 4.0)"
