arc_id,from_node,to_node,length_km,t0_h,capacity_veh_h,alpha,beta,free_speed_kmh,edge_kind,road_class,is_congested,congestion_time_penalty,flow_veh_h,bpr_time_h
30,2,23,11.324951959996438,0.2059082174544807,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,0.0,0.2059082174544807
31,23,2,11.324951959996438,0.2059082174544807,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,0.0,0.2059082174544807
32,3,30,3.606106798743434,0.06556557815897153,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,731.3333333333335,0.06692234007368336
33,30,3,3.606106798743434,0.06556557815897153,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,731.3333333333333,0.06692234007368335
34,3,53,2.305418115908397,0.057635452897709924,600.0,0.15,4.0,40.0,knn,local,False,1.0,21.333333333333332,0.05763546671461725
35,53,3,2.305418115908397,0.057635452897709924,600.0,0.15,4.0,40.0,knn,local,False,1.0,21.333333333333332,0.05763546671461725
36,3,48,3.6153730981311383,0.06573405632965706,420.0,0.15,4.0,55.0,knn,arterial,True,3.0,774.0,0.1794570733556353
37,48,3,3.6153730981311383,0.06573405632965706,420.0,0.15,4.0,55.0,knn,arterial,True,3.0,774.0000000000001,0.1794570733556354
38,3,60,4.733077984488833,0.08605596335434243,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,0.0,0.08605596335434243
39,60,3,4.733077984488833,0.08605596335434243,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,0.0,0.08605596335434243
40,3,63,5.24437808376615,0.09535232879574818,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,21.333333333333332,0.09535233022441993
41,63,3,5.24437808376615,0.09535232879574818,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,21.333333333333332,0.09535233022441993
42,4,8,2.0209872271174447,0.05052468067793612,210.0,0.15,4.0,40.0,knn,local,True,3.0,0.0,0.05052468067793612
43,8,4,2.0209872271174447,0.05052468067793612,210.0,0.15,4.0,40.0,knn,local,True,3.0,0.0,0.05052468067793612
44,4,42,2.1184940025842107,0.05296235006460527,210.0,0.15,4.0,40.0,knn,local,True,3.0,62.0,0.053022709905404954
45,42,4,2.1184940025842107,0.05296235006460527,210.0,0.15,4.0,40.0,knn,local,True,3.0,61.99999999999998,0.053022709905404954
46,4,55,2.862176082686399,0.052039565139752705,420.0,0.15,4.0,55.0,knn,arterial,True,3.0,999.3333333333333,0.3022291643641989
47,55,4,2.862176082686399,0.052039565139752705,420.0,0.15,4.0,55.0,knn,arterial,True,3.0,999.3333333333334,0.3022291643641989
48,4,72,2.9367374509193804,0.05339522638035237,420.0,0.15,4.0,55.0,knn,arterial,True,3.0,36.0,0.053395658701552225
49,72,4,2.9367374509193804,0.05339522638035237,420.0,0.15,4.0,55.0,knn,arterial,True,3.0,36.0,0.053395658701552225
50,4,17,0.47322262348162386,0.011830565587040596,210.0,0.15,4.0,40.0,knn,local,True,3.0,381.33333333333337,0.031125293852530874
51,17,4,0.47322262348162386,0.011830565587040596,210.0,0.15,4.0,40.0,knn,local,True,3.0,381.33333333333303,0.03112529385253081
52,4,48,4.290632357461167,0.07801149740838485,420.0,0.15,4.0,55.0,knn,arterial,True,3.0,1234.6666666666665,0.9518911045442693
53,48,4,4.290632357461167,0.07801149740838485,420.0,0.15,4.0,55.0,knn,arterial,True,3.0,1234.6666666666667,0.9518911045442698
54,5,69,4.978634792989267,0.09052063259980485,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,192.00000000000003,0.09052953114007194
55,69,5,4.978634792989267,0.09052063259980485,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,192.0,0.09052953114007194
56,5,22,0.44145580937277396,0.01103639523431935,600.0,0.15,4.0,40.0,knn,local,False,1.0,177.3333333333334,0.01104902731854819
57,22,5,0.44145580937277396,0.01103639523431935,600.0,0.15,4.0,40.0,knn,local,False,1.0,177.33333333333331,0.01104902731854819
58,5,44,3.910001842933479,0.07109094259879052,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,48.0,0.07109096989771248
59,44,5,3.910001842933479,0.07109094259879052,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,48.0,0.07109096989771248
60,5,7,3.5426865216765577,0.06441248221230104,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,279.33333333333337,0.06444085012397506
61,7,5,3.5426865216765577,0.06441248221230104,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,279.3333333333333,0.06444085012397506
62,5,68,5.227300133398324,0.09504182060724226,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,250.66666666666666,0.09506896420215606
63,68,5,5.227300133398324,0.09504182060724226,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,250.66666666666669,0.09506896420215606
64,5,11,7.612746478866841,0.13841357234303348,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,8.0,0.13841357238404492
65,11,5,7.612746478866841,0.13841357234303348,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,8.0,0.13841357238404492
66,5,23,14.677791176460325,0.26686893048109683,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,0.0,0.26686893048109683
67,23,5,14.677791176460325,0.26686893048109683,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,0.0,0.26686893048109683
68,5,41,5.309067016752085,0.09652849121367427,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,131.33333333333331,0.09653056862101207
69,41,5,5.309067016752085,0.09652849121367427,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,131.33333333333331,0.09653056862101207
70,5,51,11.171325187317086,0.2031150034057652,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,0.0,0.2031150034057652
71,51,5,11.171325187317086,0.2031150034057652,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,0.0,0.2031150034057652
72,5,71,31.568944481607723,0.4856760689478111,1500.0,0.15,4.0,65.0,shortcut,shortcut,False,1.0,0.0,0.4856760689478111
73,71,5,31.568944481607723,0.4856760689478111,1500.0,0.15,4.0,65.0,shortcut,shortcut,False,1.0,0.0,0.4856760689478111
74,6,20,2.4437486342876347,0.06109371585719087,600.0,0.15,4.0,40.0,knn,local,False,1.0,73.33333333333333,0.06109576083454309
75,20,6,2.4437486342876347,0.06109371585719087,600.0,0.15,4.0,40.0,knn,local,False,1.0,73.33333333333331,0.06109576083454309
76,6,79,3.3489179655595707,0.06088941755562856,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,195.33333333333337,0.06089582985130512
77,79,6,3.3489179655595707,0.06088941755562856,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,195.33333333333331,0.06089582985130512
78,6,24,5.003079412289481,0.09096508022344511,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,534.0,0.09150014456587921
79,24,6,5.003079412289481,0.09096508022344511,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,533.9999999999999,0.09150014456587921
80,6,39,7.021319120265184,0.12766034764118517,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,611.9999999999998,0.1289558195084689
81,39,6,7.021319120265184,0.12766034764118517,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,612.0,0.1289558195084689
82,7,44,0.3989011413134381,0.009972528532835954,600.0,0.15,4.0,40.0,knn,local,False,1.0,274.0,0.010037585497446835
83,44,7,0.3989011413134381,0.009972528532835954,600.0,0.15,4.0,40.0,knn,local,False,1.0,274.0,0.010037585497446835
84,7,45,3.245028566026886,0.059000519382307014,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,435.33333333333337,0.05915380796138334
85,45,7,3.245028566026886,0.059000519382307014,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,435.3333333333333,0.05915380796138334
86,7,22,3.1521982487429336,0.0573126954316897,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,681.3333333333333,0.05820611540175969
87,22,7,3.1521982487429336,0.0573126954316897,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,681.3333333333335,0.058206115401759705
88,7,13,4.301098395900116,0.07820178901636575,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,435.33333333333326,0.07840496419592424
89,13,7,4.301098395900116,0.07820178901636575,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,435.33333333333326,0.07840496419592424
90,7,41,5.234980605061644,0.09518146554657533,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,8.0,0.09518146557477725
91,41,7,5.234980605061644,0.09518146554657533,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,8.0,0.09518146557477725
92,8,31,1.5718002969005997,0.039295007422514995,210.0,0.15,4.0,40.0,knn,local,True,3.0,101.33333333333333,0.0396145735727541
93,31,8,1.5718002969005997,0.039295007422514995,210.0,0.15,4.0,40.0,knn,local,True,3.0,101.33333333333331,0.0396145735727541
94,8,72,1.2356874309437793,0.030892185773594483,210.0,0.15,4.0,40.0,knn,local,True,3.0,4.666666666666666,0.03089218690362414
95,72,8,1.2356874309437793,0.030892185773594483,210.0,0.15,4.0,40.0,knn,local,True,3.0,4.666666666666666,0.03089218690362414
96,8,17,1.6279584438067927,0.040698961095169815,210.0,0.15,4.0,40.0,knn,local,True,3.0,18.666666666666664,0.04069934221758555
97,17,8,1.6279584438067927,0.040698961095169815,210.0,0.15,4.0,40.0,knn,local,True,3.0,18.666666666666664,0.04069934221758555
98,8,18,1.719805878175587,0.042995146954389676,210.0,0.15,4.0,40.0,knn,local,True,3.0,72.66666666666666,0.0430876113368154
99,18,8,1.719805878175587,0.042995146954389676,210.0,0.15,4.0,40.0,knn,local,True,3.0,72.66666666666666,0.0430876113368154
100,8,42,2.927460453661329,0.053226553702933256,420.0,0.15,4.0,55.0,knn,arterial,True,3.0,155.33333333333331,0.05337592979482505
101,42,8,2.927460453661329,0.053226553702933256,420.0,0.15,4.0,55.0,knn,arterial,True,3.0,155.3333333333334,0.05337592979482505
102,8,55,2.764033950156048,0.050255162730109965,420.0,0.15,4.0,55.0,knn,arterial,True,3.0,240.66666666666666,0.05106787824850921
103,55,8,2.764033950156048,0.050255162730109965,420.0,0.15,4.0,55.0,knn,arterial,True,3.0,240.66666666666666,0.05106787824850921
104,8,59,3.3051879138758014,0.06009432570683275,420.0,0.15,4.0,55.0,knn,arterial,True,3.0,57.33333333333333,0.060097455793284245
105,59,8,3.3051879138758014,0.06009432570683275,420.0,0.15,4.0,55.0,knn,arterial,True,3.0,57.33333333333333,0.060097455793284245
106,8,74,2.2410264063677987,0.05602566015919497,210.0,0.15,4.0,40.0,knn,local,True,3.0,2.6666666666666665,0.056025660377707315
107,74,8,2.2410264063677987,0.05602566015919497,210.0,0.15,4.0,40.0,knn,local,True,3.0,2.6666666666666665,0.056025660377707315
108,9,26,1.1553663506023342,0.028884158765058354,600.0,0.15,4.0,40.0,knn,local,False,1.0,250.66666666666666,0.02901614611966675
109,26,9,1.1553663506023342,0.028884158765058354,600.0,0.15,4.0,40.0,knn,local,False,1.0,250.66666666666669,0.02901614611966675
110,9,34,3.889135895733452,0.07071156174060822,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,29.33333333333333,0.07071156552766987
111,34,9,3.889135895733452,0.07071156174060822,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,29.333333333333336,0.07071156552766987
112,9,47,3.0695557597015224,0.05581010472184586,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,42.666666666666664,0.05581011810116373
113,47,9,3.0695557597015224,0.05581010472184586,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,42.66666666666666,0.05581011810116373
114,9,65,3.1407902773238665,0.05710527776952484,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,150.66666666666666,0.057107406453758836
115,65,9,3.1407902773238665,0.05710527776952484,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,150.66666666666666,0.057107406453758836
116,9,40,4.7374857934859,0.08613610533610727,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,157.33333333333334,0.08613992332342685
117,40,9,4.7374857934859,0.08613610533610727,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,157.33333333333334,0.08613992332342685
118,10,32,2.61068493238036,0.047466998770552,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,379.33333333333337,0.04753809426474019
119,32,10,2.61068493238036,0.047466998770552,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,379.33333333333326,0.04753809426474019
120,10,50,3.058329563220429,0.05560599205855325,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,610.6666666666666,0.05616536921467595
121,50,10,3.058329563220429,0.05560599205855325,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,610.6666666666666,0.05616536921467595
122,10,76,3.0795682417369576,0.05599214984976287,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,150.66666666666666,0.055994237040496685
123,76,10,3.0795682417369576,0.05599214984976287,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,150.6666666666667,0.055994237040496685
124,10,46,2.9737855300055998,0.054068827818283635,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,528.6666666666667,0.054374348730681935
125,46,10,2.9737855300055998,0.054068827818283635,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,528.6666666666666,0.054374348730681935
126,10,33,3.0314020346904846,0.055116400630736084,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,32.0,0.05511640481141714
127,33,10,3.0314020346904846,0.055116400630736084,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,32.0,0.05511640481141714
128,10,38,3.96000432477405,0.07200007863225545,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,237.99999999999997,0.07201678981058929
129,38,10,3.96000432477405,0.07200007863225545,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,237.99999999999997,0.07201678981058929
130,10,43,3.1190625313317994,0.056710227842396356,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,259.33333333333337,0.056728782845703124
131,43,10,3.1190625313317994,0.056710227842396356,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,259.33333333333326,0.056728782845703124
132,10,67,4.257113342295726,0.07740206076901321,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,192.0,0.07740966970119505
133,67,10,4.257113342295726,0.07740206076901321,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,191.99999999999997,0.07740966970119505
134,11,68,2.8318399943194725,0.051487999896717686,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,24.0,0.051488001132429684
135,68,11,2.8318399943194725,0.051487999896717686,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,24.0,0.051488001132429684
136,11,51,4.18255877676284,0.07604652321386982,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,0.0,0.07604652321386982
137,51,11,4.18255877676284,0.07604652321386982,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,0.0,0.07604652321386982
138,11,27,6.606393102463487,0.12011623822660886,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,16.0,0.1201162387960488
139,27,11,6.606393102463487,0.12011623822660886,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,16.0,0.1201162387960488
140,12,64,0.9309941025870384,0.02327485256467596,600.0,0.15,4.0,40.0,knn,local,False,1.0,253.33333333333337,0.02338580645808542
141,64,12,0.9309941025870384,0.02327485256467596,600.0,0.15,4.0,40.0,knn,local,False,1.0,253.33333333333331,0.02338580645808542
142,12,54,1.4728108184333757,0.036820270460834394,600.0,0.15,4.0,40.0,knn,local,False,1.0,58.66666666666667,0.036820775283544716
143,54,12,1.4728108184333757,0.036820270460834394,600.0,0.15,4.0,40.0,knn,local,False,1.0,58.666666666666664,0.036820775283544716
144,12,77,3.005002453855687,0.05463640825192158,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,1924.6666666666665,0.10887026824767775
145,77,12,3.005002453855687,0.05463640825192158,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,1924.666666666667,0.10887026824767781
146,12,39,3.465705797884034,0.06301283268880062,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,481.99999999999994,0.06325886006283796
147,39,12,3.465705797884034,0.06301283268880062,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,482.0,0.06325886006283796
148,12,30,3.653095447389636,0.0664199172252661,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,1649.333333333333,0.1019747262160385
149,30,12,3.653095447389636,0.0664199172252661,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,1649.3333333333335,0.10197472621603852
150,12,60,4.405962807629601,0.08010841468417457,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,378.66666666666663,0.08022755883294427
151,60,12,4.405962807629601,0.08010841468417457,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,378.66666666666663,0.08022755883294427
152,13,63,1.9011047083315968,0.04752761770828992,600.0,0.15,4.0,40.0,knn,local,False,1.0,1155.3333333333335,0.1455356157680676
153,63,13,1.9011047083315968,0.04752761770828992,600.0,0.15,4.0,40.0,knn,local,False,1.0,1155.333333333333,0.14553561576806742
154,13,45,1.7452144153547504,0.04363036038386876,600.0,0.15,4.0,40.0,knn,local,False,1.0,40.0,0.04363048965901064
155,45,13,1.7452144153547504,0.04363036038386876,600.0,0.15,4.0,40.0,knn,local,False,1.0,40.0,0.04363048965901064
156,13,52,4.0700259034528194,0.07400047097186944,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,352.66666666666663,0.07408327632442238
157,52,13,4.0700259034528194,0.07400047097186944,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,352.66666666666663,0.07408327632442238
158,13,44,4.195360944132112,0.07627928989331113,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,547.3333333333333,0.07677448974795782
159,44,13,4.195360944132112,0.07627928989331113,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,547.3333333333333,0.07677448974795782
160,13,41,4.880497196516827,0.0887363126639423,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,5.333333333333333,0.08873631266913583
161,41,13,4.880497196516827,0.0887363126639423,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,5.333333333333333,0.08873631266913583
162,14,47,2.2592410920418087,0.05648102730104522,600.0,0.15,4.0,40.0,knn,local,False,1.0,219.99999999999997,0.05663416410117755
163,47,14,2.2592410920418087,0.05648102730104522,600.0,0.15,4.0,40.0,knn,local,False,1.0,219.99999999999986,0.05663416410117755
164,14,26,3.192687070755355,0.05804885583191555,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,2319.9999999999986,0.17969879005903544
165,26,14,3.192687070755355,0.05804885583191555,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,2319.9999999999995,0.1796987900590356
166,14,65,3.743269054548448,0.06805943735542633,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,202.66666666666663,0.06806774320244055
167,65,14,3.743269054548448,0.06805943735542633,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,202.6666666666665,0.06806774320244055
168,14,34,2.042542145354568,0.0510635536338642,600.0,0.15,4.0,40.0,knn,local,False,1.0,247.33333333333331,0.05128472448785984
169,34,14,2.042542145354568,0.0510635536338642,600.0,0.15,4.0,40.0,knn,local,False,1.0,247.33333333333306,0.05128472448785984
170,14,46,3.3391358276011216,0.060711560501838575,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,1985.3333333333335,0.1289409378878629
171,46,14,3.3391358276011216,0.060711560501838575,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,1985.3333333333328,0.12894093788786282
172,14,33,4.66979564470209,0.0849053753582198,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,1004.6666666666667,0.09116271075727186
173,33,14,4.66979564470209,0.0849053753582198,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,1004.6666666666663,0.09116271075727185
174,15,35,5.309442458572996,0.09653531742859993,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,26.666666666666664,0.09653532095984153
175,35,15,5.309442458572996,0.09653531742859993,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,26.666666666666664,0.09653532095984153
176,15,75,3.26956935931906,0.05944671562398291,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,56.66666666666666,0.05944675996491384
177,75,15,3.26956935931906,0.05944671562398291,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,56.666666666666664,0.05944675996491384
178,15,25,4.569720987065219,0.08308583612845853,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,97.33333333333331,0.08308637556412339
179,25,15,4.569720987065219,0.08308583612845853,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,97.33333333333333,0.08308637556412339
180,15,73,4.293751357646036,0.0780682065026552,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,357.9999999999999,0.07816096903236033
181,73,15,4.293751357646036,0.0780682065026552,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,358.0,0.07816096903236033
182,15,70,8.111653963030154,0.14748461750963915,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,13.333333333333332,0.1474846178468239
183,70,15,8.111653963030154,0.14748461750963915,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,13.333333333333332,0.1474846178468239
184,16,57,0.24587858560248813,0.006146964640062203,600.0,0.15,4.0,40.0,knn,local,False,1.0,1026.6666666666665,0.01405129020083611
185,57,16,0.24587858560248813,0.006146964640062203,600.0,0.15,4.0,40.0,knn,local,False,1.0,1026.6666666666667,0.014051290200836121
186,16,66,1.928265788621333,0.04820664471553333,600.0,0.15,4.0,40.0,knn,local,False,1.0,154.66666666666666,0.048238573329464914
187,66,16,1.928265788621333,0.04820664471553333,600.0,0.15,4.0,40.0,knn,local,False,1.0,154.66666666666666,0.048238573329464914
188,16,61,3.3071972498476097,0.06013085908813836,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,544.0,0.06051180146069139
189,61,16,3.3071972498476097,0.06013085908813836,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,544.0,0.06051180146069139
190,16,78,5.5317398981143135,0.10057708905662388,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,445.33333333333326,0.1008632472270679
191,78,16,5.5317398981143135,0.10057708905662388,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,445.33333333333314,0.1008632472270679
192,16,62,9.063213449963625,0.16478569909024773,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,0.0,0.16478569909024773
193,62,16,9.063213449963625,0.16478569909024773,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,0.0,0.16478569909024773
194,17,42,2.389791926948522,0.05974479817371305,210.0,0.15,4.0,40.0,knn,local,True,3.0,40.0,0.05975659470010828
195,42,17,2.389791926948522,0.05974479817371305,210.0,0.15,4.0,40.0,knn,local,True,3.0,40.0,0.05975659470010828
196,17,72,2.472583886686292,0.0618145971671573,210.0,0.15,4.0,40.0,knn,local,True,3.0,2.6666666666666665,0.06181459740824777
197,72,17,2.472583886686292,0.0618145971671573,210.0,0.15,4.0,40.0,knn,local,True,3.0,2.6666666666666665,0.06181459740824777
198,17,55,2.497506291459137,0.06243765728647842,210.0,0.15,4.0,40.0,knn,local,True,3.0,160.6666666666667,0.06564661366733478
199,55,17,2.497506291459137,0.06243765728647842,210.0,0.15,4.0,40.0,knn,local,True,3.0,160.66666666666666,0.06564661366733476
200,17,18,3.178271370034319,0.05778675218244216,420.0,0.15,4.0,55.0,knn,arterial,True,3.0,15.999999999999998,0.057786770438302916
