path_id,od_id,arc_id,value
43,14,303,1.0
43,14,33,1.0
43,14,36,1.0
43,14,213,1.0
44,14,358,1.0
44,14,303,1.0
44,14,300,1.0
44,14,389,1.0
44,14,213,1.0
45,14,147,1.0
45,14,148,1.0
45,14,33,1.0
45,14,36,1.0
45,14,213,1.0
46,15,358,1.0
46,15,452,1.0
46,15,427,1.0
46,15,428,1.0
46,15,365,1.0
47,15,358,1.0
47,15,452,1.0
47,15,427,1.0
47,15,185,1.0
47,15,188,1.0
47,15,365,1.0
48,15,147,1.0
48,15,144,1.0
48,15,427,1.0
48,15,428,1.0
48,15,365,1.0
49,16,358,1.0
49,16,303,1.0
49,16,300,1.0
50,16,147,1.0
50,16,148,1.0
50,16,300,1.0
51,16,147,1.0
51,16,150,1.0
51,16,407,1.0
52,17,358,1.0
52,17,452,1.0
52,17,427,1.0
53,17,147,1.0
53,17,144,1.0
53,17,427,1.0
54,17,360,1.0
54,17,412,1.0
54,17,427,1.0
55,18,147,1.0
56,18,358,1.0
56,18,141,1.0
57,18,360,1.0
57,18,143,1.0
58,19,81,1.0
58,19,78,1.0
59,19,362,1.0
59,19,77,1.0
59,19,78,1.0
60,19,362,1.0
60,19,225,1.0
60,19,226,1.0
61,20,358,1.0
61,20,452,1.0
61,20,427,1.0
61,20,428,1.0
61,20,11,1.0
61,20,16,1.0
61,20,114,1.0
62,20,358,1.0
62,20,452,1.0
62,20,427,1.0
62,20,428,1.0
62,20,11,1.0
62,20,12,1.0
62,20,264,1.0
63,20,358,1.0
63,20,452,1.0
63,20,427,1.0
63,20,185,1.0
63,20,188,1.0
63,20,11,1.0
63,20,16,1.0
63,20,114,1.0
64,21,362,1.0
65,21,81,1.0
65,21,76,1.0
66,21,81,1.0
66,21,74,1.0
66,21,224,1.0
67,22,358,1.0
67,22,452,1.0
67,22,427,1.0
67,22,428,1.0
67,22,11,1.0
67,22,14,1.0
68,22,358,1.0
68,22,452,1.0
68,22,427,1.0
68,22,185,1.0
68,22,188,1.0
68,22,11,1.0
68,22,14,1.0
69,22,358,1.0
69,22,452,1.0
69,22,427,1.0
69,22,430,1.0
69,22,23,1.0
69,22,14,1.0
70,23,358,1.0
70,23,452,1.0
70,23,427,1.0
70,23,428,1.0
70,23,11,1.0
70,23,12,1.0
70,23,266,1.0
71,23,358,1.0
71,23,452,1.0
71,23,427,1.0
71,23,428,1.0
71,23,11,1.0
71,23,14,1.0
71,23,329,1.0
72,23,358,1.0
72,23,452,1.0
72,23,427,1.0
72,23,185,1.0
72,23,188,1.0
72,23,11,1.0
72,23,12,1.0
72,23,266,1.0
73,24,147,1.0
74,24,358,1.0
74,24,141,1.0
75,24,360,1.0
75,24,143,1.0
76,25,362,1.0
76,25,405,1.0
76,25,157,1.0
76,25,158,1.0
77,25,358,1.0
77,25,303,1.0
77,25,304,1.0
77,25,153,1.0
77,25,158,1.0
78,25,358,1.0
78,25,303,1.0
78,25,304,1.0
78,25,383,1.0
78,25,381,1.0
79,26,358,1.0
79,26,303,1.0
79,26,33,1.0
79,26,36,1.0
79,26,53,1.0
79,26,46,1.0
79,26,317,1.0
79,26,312,1.0
80,26,358,1.0
80,26,452,1.0
80,26,427,1.0
80,26,428,1.0
80,26,11,1.0
80,26,12,1.0
80,26,165,1.0
80,26,170,1.0
80,26,377,1.0
80,26,351,1.0
81,26,147,1.0
81,26,148,1.0
81,26,33,1.0
81,26,36,1.0
81,26,53,1.0
81,26,46,1.0
81,26,317,1.0
81,26,312,1.0
82,26,358,1.0
82,26,303,1.0
82,26,300,1.0
82,26,389,1.0
82,26,53,1.0
82,26,46,1.0
82,26,317,1.0
82,26,312,1.0
83,27,362,1.0
83,27,225,1.0
84,27,81,1.0
84,27,74,1.0
85,27,362,1.0
85,27,77,1.0
85,27,74,1.0
86,28,358,1.0
86,28,303,1.0
86,28,33,1.0
86,28,36,1.0
86,28,213,1.0
86,28,206,1.0
87,28,358,1.0
87,28,303,1.0
87,28,300,1.0
87,28,389,1.0
87,28,213,1.0
87,28,206,1.0
88,28,147,1.0
88,28,148,1.0
88,28,33,1.0
88,28,36,1.0
88,28,213,1.0
88,28,206,1.0
89,29,358,1.0
89,29,452,1.0
89,29,427,1.0
89,29,428,1.0
89,29,365,1.0
90,29,358,1.0
90,29,452,1.0
90,29,427,1.0
90,29,185,1.0
90,29,188,1.0
90,29,365,1.0
91,29,147,1.0
91,29,144,1.0
91,29,427,1.0
91,29,428,1.0
91,29,365,1.0
92,30,358,1.0
92,30,303,1.0
92,30,33,1.0
92,30,36,1.0
92,30,53,1.0
92,30,50,1.0
92,30,204,1.0
92,30,285,1.0
92,30,290,1.0
92,30,343,1.0
93,30,362,1.0
93,30,405,1.0
93,30,157,1.0
93,30,89,1.0
93,30,86,1.0
93,30,238,1.0
93,30,275,1.0
93,30,272,1.0
93,30,290,1.0
93,30,343,1.0
94,30,358,1.0
94,30,303,1.0
94,30,33,1.0
94,30,36,1.0
94,30,373,1.0
94,30,101,1.0
94,30,104,1.0
94,30,283,1.0
94,30,290,1.0
94,30,343,1.0
95,30,358,1.0
95,30,303,1.0
95,30,33,1.0
95,30,36,1.0
95,30,53,1.0
95,30,48,1.0
95,30,287,1.0
95,30,290,1.0
95,30,343,1.0
96,31,358,1.0
96,31,452,1.0
97,31,147,1.0
97,31,144,1.0
98,31,360,1.0
98,31,412,1.0
99,32,358,1.0
99,32,219,1.0
100,32,360,1.0
100,32,217,1.0
101,32,358,1.0
101,32,411,1.0
101,32,217,1.0
102,33,358,1.0
102,33,303,1.0
102,33,33,1.0
102,33,36,1.0
102,33,53,1.0
102,33,46,1.0
102,33,317,1.0
102,33,312,1.0
102,33,356,1.0
103,33,358,1.0
103,33,452,1.0
103,33,427,1.0
103,33,428,1.0
103,33,11,1.0
103,33,12,1.0
103,33,165,1.0
103,33,172,1.0
103,33,322,1.0
103,33,454,1.0
104,33,147,1.0
104,33,148,1.0
104,33,33,1.0
104,33,36,1.0
104,33,53,1.0
104,33,46,1.0
104,33,317,1.0
104,33,312,1.0
104,33,356,1.0
105,33,358,1.0
105,33,303,1.0
105,33,300,1.0
105,33,389,1.0
105,33,53,1.0
105,33,46,1.0
105,33,317,1.0
105,33,312,1.0
105,33,356,1.0
106,34,362,1.0
106,34,405,1.0
106,34,157,1.0
106,34,89,1.0
106,34,86,1.0
106,34,244,1.0
107,34,358,1.0
107,34,303,1.0
107,34,304,1.0
107,34,383,1.0
107,34,85,1.0
107,34,86,1.0
107,34,244,1.0
108,34,362,1.0
108,34,405,1.0
108,34,157,1.0
108,34,89,1.0
108,34,61,1.0
108,34,62,1.0
109,35,358,1.0
109,35,303,1.0
109,35,33,1.0
109,35,36,1.0
109,35,53,1.0
109,35,46,1.0
109,35,317,1.0
109,35,312,1.0
109,35,356,1.0
109,35,462,1.0
110,35,358,1.0
110,35,452,1.0
110,35,427,1.0
110,35,428,1.0
110,35,11,1.0
110,35,12,1.0
110,35,165,1.0
110,35,172,1.0
110,35,322,1.0
110,35,456,1.0
111,35,147,1.0
111,35,148,1.0
111,35,33,1.0
111,35,36,1.0
111,35,53,1.0
111,35,46,1.0
111,35,317,1.0
111,35,312,1.0
111,35,356,1.0
111,35,462,1.0
112,35,358,1.0
112,35,303,1.0
112,35,300,1.0
112,35,389,1.0
112,35,53,1.0
112,35,46,1.0
112,35,317,1.0
112,35,312,1.0
112,35,356,1.0
112,35,462,1.0
113,36,358,1.0
113,36,452,1.0
113,36,427,1.0
113,36,434,1.0
114,36,358,1.0
114,36,452,1.0
114,36,427,1.0
114,36,185,1.0
114,36,190,1.0
115,36,147,1.0
115,36,144,1.0
115,36,427,1.0
115,36,434,1.0
116,37,358,1.0
116,37,452,1.0
116,37,427,1.0
116,37,430,1.0
117,37,147,1.0
117,37,144,1.0
117,37,427,1.0
117,37,430,1.0
118,37,358,1.0
118,37,452,1.0
118,37,427,1.0
118,37,185,1.0
118,37,186,1.0
119,38,358,1.0
119,38,452,1.0
120,38,147,1.0
120,38,144,1.0
121,38,360,1.0
121,38,412,1.0
122,39,358,1.0
122,39,303,1.0
122,39,300,1.0
123,39,147,1.0
123,39,148,1.0
123,39,300,1.0
124,39,147,1.0
124,39,150,1.0
124,39,407,1.0
125,40,358,1.0
125,40,452,1.0
125,40,427,1.0
125,40,434,1.0
125,40,421,1.0
126,40,358,1.0
126,40,452,1.0
126,40,427,1.0
126,40,185,1.0
126,40,190,1.0
126,40,421,1.0
127,40,147,1.0
127,40,144,1.0
127,40,427,1.0
127,40,434,1.0
127,40,421,1.0
128,41,81,1.0
128,41,78,1.0
129,41,362,1.0
129,41,77,1.0
129,41,78,1.0
130,41,362,1.0
130,41,225,1.0
130,41,226,1.0
131,42,358,1.0
131,42,452,1.0
131,42,427,1.0
131,42,428,1.0
131,42,11,1.0
131,42,12,1.0
131,42,165,1.0
131,42,170,1.0
132,42,358,1.0
132,42,303,1.0
132,42,33,1.0
132,42,36,1.0
132,42,53,1.0
132,42,46,1.0
132,42,395,1.0
132,42,385,1.0
133,42,147,1.0
133,42,148,1.0
133,42,33,1.0
133,42,36,1.0
133,42,53,1.0
133,42,46,1.0
133,42,395,1.0
133,42,385,1.0
134,43,362,1.0
134,43,405,1.0
134,43,157,1.0
134,43,89,1.0
134,43,86,1.0
134,43,244,1.0
135,43,358,1.0
135,43,303,1.0
135,43,304,1.0
135,43,383,1.0
135,43,85,1.0
135,43,86,1.0
135,43,244,1.0
136,43,362,1.0
136,43,405,1.0
136,43,157,1.0
136,43,89,1.0
136,43,61,1.0
136,43,62,1.0
137,44,362,1.0
137,44,405,1.0
137,44,157,1.0
137,44,89,1.0
137,44,61,1.0
138,44,358,1.0
138,44,303,1.0
138,44,304,1.0
138,44,383,1.0
138,44,85,1.0
138,44,61,1.0
139,44,362,1.0
139,44,405,1.0
139,44,157,1.0
139,44,89,1.0
139,44,86,1.0
139,44,57,1.0
140,45,358,1.0
140,45,303,1.0
140,45,33,1.0
140,45,36,1.0
140,45,53,1.0
140,45,46,1.0
140,45,395,1.0
140,45,121,1.0
140,45,130,1.0
141,45,358,1.0
141,45,452,1.0
141,45,427,1.0
141,45,428,1.0
141,45,11,1.0
141,45,12,1.0
141,45,165,1.0
141,45,170,1.0
141,45,377,1.0
142,45,147,1.0
142,45,148,1.0
142,45,33,1.0
142,45,36,1.0
142,45,53,1.0
142,45,46,1.0
142,45,395,1.0
142,45,121,1.0
142,45,130,1.0
143,45,358,1.0
143,45,303,1.0
143,45,300,1.0
143,45,389,1.0
143,45,53,1.0
143,45,46,1.0
143,45,395,1.0
143,45,121,1.0
143,45,130,1.0
144,46,358,1.0
144,46,303,1.0
144,46,33,1.0
144,46,36,1.0
144,46,213,1.0
144,46,214,1.0
144,46,275,1.0
145,46,362,1.0
145,46,405,1.0
145,46,157,1.0
145,46,89,1.0
145,46,86,1.0
145,46,238,1.0
145,46,275,1.0
146,46,147,1.0
146,46,148,1.0
146,46,33,1.0
146,46,36,1.0
146,46,213,1.0
146,46,214,1.0
146,46,275,1.0
147,46,358,1.0
147,46,303,1.0
147,46,300,1.0
147,46,389,1.0
147,46,213,1.0
147,46,214,1.0
147,46,275,1.0
148,47,358,1.0
148,47,452,1.0
148,47,427,1.0
148,47,430,1.0
149,47,147,1.0
149,47,144,1.0
149,47,427,1.0
149,47,430,1.0
150,47,358,1.0
150,47,452,1.0
150,47,427,1.0
150,47,185,1.0
150,47,186,1.0
151,48,358,1.0
151,48,303,1.0
151,48,33,1.0
151,48,36,1.0
151,48,373,1.0
152,48,358,1.0
152,48,303,1.0
152,48,300,1.0
152,48,389,1.0
152,48,373,1.0
153,48,147,1.0
153,48,148,1.0
153,48,33,1.0
153,48,36,1.0
153,48,373,1.0
154,49,358,1.0
155,49,360,1.0
155,49,410,1.0
156,49,147,1.0
156,49,140,1.0
157,50,362,1.0
157,50,405,1.0
157,50,1,1.0
158,50,81,1.0
158,50,78,1.0
158,50,3,1.0
159,50,362,1.0
159,50,77,1.0
159,50,78,1.0
159,50,3,1.0
160,51,358,1.0
160,51,303,1.0
160,51,33,1.0
160,51,36,1.0
160,51,53,1.0
160,51,46,1.0
160,51,317,1.0
160,51,312,1.0
160,51,356,1.0
160,51,181,1.0
161,51,358,1.0
161,51,452,1.0
161,51,427,1.0
161,51,428,1.0
161,51,11,1.0
161,51,12,1.0
161,51,165,1.0
161,51,172,1.0
161,51,322,1.0
161,51,454,1.0
161,51,181,1.0
162,51,147,1.0
162,51,148,1.0
162,51,33,1.0
162,51,36,1.0
162,51,53,1.0
162,51,46,1.0
162,51,317,1.0
162,51,312,1.0
162,51,356,1.0
162,51,181,1.0
163,51,358,1.0
163,51,303,1.0
163,51,300,1.0
163,51,389,1.0
163,51,53,1.0
163,51,46,1.0
163,51,317,1.0
163,51,312,1.0
163,51,356,1.0
163,51,181,1.0
164,52,358,1.0
164,52,303,1.0
164,52,33,1.0
164,52,36,1.0
164,52,53,1.0
164,52,46,1.0
164,52,317,1.0
164,52,312,1.0
164,52,356,1.0
164,52,462,1.0
165,52,358,1.0
165,52,452,1.0
165,52,427,1.0
165,52,428,1.0
165,52,11,1.0
165,52,12,1.0
165,52,165,1.0
165,52,172,1.0
165,52,322,1.0
165,52,456,1.0
166,52,147,1.0
166,52,148,1.0
166,52,33,1.0
166,52,36,1.0
166,52,53,1.0
166,52,46,1.0
166,52,317,1.0
166,52,312,1.0
166,52,356,1.0
166,52,462,1.0
167,52,358,1.0
167,52,303,1.0
167,52,300,1.0
167,52,389,1.0
167,52,53,1.0
167,52,46,1.0
167,52,317,1.0
167,52,312,1.0
167,52,356,1.0
167,52,462,1.0
168,53,358,1.0
168,53,452,1.0
168,53,427,1.0
168,53,434,1.0
168,53,421,1.0
169,53,358,1.0
169,53,452,1.0
169,53,427,1.0
169,53,185,1.0
169,53,190,1.0
169,53,421,1.0
170,53,147,1.0
170,53,144,1.0
170,53,427,1.0
170,53,434,1.0
170,53,421,1.0
171,54,362,1.0
171,54,405,1.0
171,54,157,1.0
171,54,89,1.0
171,54,86,1.0
171,54,244,1.0
172,54,358,1.0
172,54,303,1.0
172,54,304,1.0
172,54,383,1.0
172,54,85,1.0
172,54,86,1.0
172,54,244,1.0
173,54,362,1.0
173,54,405,1.0
173,54,157,1.0
173,54,89,1.0
173,54,61,1.0
173,54,62,1.0
174,55,358,1.0
174,55,303,1.0
174,55,33,1.0
174,55,36,1.0
174,55,53,1.0
174,55,50,1.0
175,55,358,1.0
175,55,303,1.0
175,55,300,1.0
175,55,389,1.0
175,55,53,1.0
175,55,50,1.0
176,55,147,1.0
176,55,148,1.0
176,55,33,1.0
176,55,36,1.0
176,55,53,1.0
176,55,50,1.0
177,56,358,1.0
177,56,303,1.0
177,56,33,1.0
177,56,36,1.0
177,56,53,1.0
177,56,46,1.0
177,56,317,1.0
177,56,312,1.0
177,56,356,1.0
178,56,358,1.0
178,56,452,1.0
178,56,427,1.0
178,56,428,1.0
178,56,11,1.0
178,56,12,1.0
178,56,165,1.0
178,56,172,1.0
178,56,322,1.0
178,56,454,1.0
179,56,147,1.0
179,56,148,1.0
179,56,33,1.0
179,56,36,1.0
179,56,53,1.0
179,56,46,1.0
179,56,317,1.0
179,56,312,1.0
179,56,356,1.0
180,56,358,1.0
180,56,303,1.0
180,56,300,1.0
180,56,389,1.0
180,56,53,1.0
180,56,46,1.0
180,56,317,1.0
180,56,312,1.0
180,56,356,1.0
181,57,362,1.0
181,57,405,1.0
181,57,157,1.0
182,57,358,1.0
182,57,303,1.0
182,57,304,1.0
182,57,153,1.0
183,57,147,1.0
183,57,148,1.0
183,57,304,1.0
183,57,153,1.0
184,58,358,1.0
184,58,452,1.0
184,58,427,1.0
184,58,428,1.0
185,58,358,1.0
185,58,452,1.0
185,58,427,1.0
185,58,185,1.0
185,58,188,1.0
186,58,147,1.0
186,58,144,1.0
186,58,427,1.0
186,58,428,1.0
187,59,159,1.0
187,59,156,1.0
187,59,404,1.0
187,59,363,1.0
188,59,159,1.0
188,59,152,1.0
188,59,305,1.0
188,59,302,1.0
188,59,359,1.0
189,59,380,1.0
189,59,382,1.0
189,59,305,1.0
189,59,302,1.0
189,59,359,1.0
190,60,159,1.0
190,60,152,1.0
190,60,305,1.0
190,60,149,1.0
190,60,144,1.0
191,60,380,1.0
191,60,382,1.0
191,60,305,1.0
191,60,149,1.0
191,60,144,1.0
192,60,159,1.0
192,60,152,1.0
192,60,445,1.0
192,60,151,1.0
192,60,144,1.0
194,62,159,1.0
194,62,152,1.0
194,62,305,1.0
194,62,302,1.0
194,62,219,1.0
195,62,380,1.0
195,62,382,1.0
195,62,305,1.0
195,62,302,1.0
195,62,219,1.0
196,62,159,1.0
196,62,152,1.0
196,62,305,1.0
196,62,302,1.0
196,62,411,1.0
196,62,217,1.0
197,63,159,1.0
197,63,152,1.0
197,63,305,1.0
197,63,149,1.0
197,63,144,1.0
197,63,427,1.0
197,63,434,1.0
197,63,421,1.0
198,63,380,1.0
198,63,382,1.0
198,63,305,1.0
198,63,149,1.0
198,63,144,1.0
198,63,427,1.0
198,63,434,1.0
198,63,421,1.0
199,63,159,1.0
199,63,152,1.0
199,63,305,1.0
199,63,149,1.0
199,63,144,1.0
199,63,427,1.0
199,63,185,1.0
199,63,190,1.0
199,63,421,1.0
200,64,159,1.0
200,64,152,1.0
200,64,305,1.0
200,64,149,1.0
200,64,144,1.0
200,64,427,1.0
200,64,434,1.0
201,64,380,1.0
201,64,382,1.0
201,64,305,1.0
201,64,149,1.0
201,64,144,1.0
201,64,427,1.0
201,64,434,1.0
202,64,159,1.0
202,64,152,1.0
202,64,305,1.0
202,64,149,1.0
202,64,144,1.0
202,64,427,1.0
202,64,185,1.0
202,64,190,1.0
203,65,159,1.0
204,65,83,1.0
204,65,88,1.0
205,65,380,1.0
205,65,155,1.0
206,66,159,1.0
206,66,156,1.0
206,66,404,1.0
206,66,363,1.0
207,66,159,1.0
207,66,152,1.0
207,66,305,1.0
207,66,302,1.0
207,66,359,1.0
208,66,380,1.0
208,66,382,1.0
208,66,305,1.0
208,66,302,1.0
208,66,359,1.0
209,67,159,1.0
209,67,152,1.0
209,67,305,1.0
209,67,302,1.0
209,67,295,1.0
210,67,380,1.0
210,67,382,1.0
210,67,305,1.0
210,67,302,1.0
210,67,295,1.0
211,67,159,1.0
211,67,152,1.0
211,67,305,1.0
211,67,302,1.0
211,67,411,1.0
211,67,297,1.0
212,68,241,1.0
212,68,238,1.0
212,68,443,1.0
212,68,419,1.0
212,68,395,1.0
212,68,121,1.0
213,68,241,1.0
213,68,238,1.0
213,68,275,1.0
213,68,272,1.0
213,68,288,1.0
213,68,119,1.0
214,68,83,1.0
214,68,86,1.0
214,68,238,1.0
214,68,443,1.0
214,68,419,1.0
214,68,395,1.0
214,68,121,1.0
215,68,241,1.0
215,68,238,1.0
215,68,458,1.0
215,68,460,1.0
215,68,397,1.0
215,68,121,1.0
216,69,241,1.0
216,69,238,1.0
216,69,443,1.0
216,69,419,1.0
216,69,395,1.0
216,69,121,1.0
216,69,132,1.0
217,69,241,1.0
217,69,238,1.0
217,69,275,1.0
217,69,272,1.0
217,69,288,1.0
217,69,119,1.0
217,69,132,1.0
218,69,83,1.0
218,69,86,1.0
218,69,238,1.0
218,69,443,1.0
218,69,419,1.0
218,69,395,1.0
218,69,121,1.0
218,69,132,1.0
219,69,241,1.0
219,69,238,1.0
219,69,458,1.0
219,69,460,1.0
219,69,397,1.0
219,69,121,1.0
219,69,132,1.0
220,70,159,1.0
220,70,152,1.0
220,70,305,1.0
220,70,149,1.0
220,70,144,1.0
220,70,427,1.0
220,70,428,1.0
221,70,380,1.0
221,70,382,1.0
221,70,305,1.0
221,70,149,1.0
221,70,144,1.0
221,70,427,1.0
221,70,428,1.0
222,70,159,1.0
222,70,152,1.0
222,70,445,1.0
222,70,151,1.0
222,70,144,1.0
222,70,427,1.0
222,70,428,1.0
223,71,159,1.0
223,71,156,1.0
223,71,404,1.0
223,71,77,1.0
224,71,83,1.0
224,71,88,1.0
224,71,156,1.0
224,71,404,1.0
224,71,77,1.0
225,71,159,1.0
225,71,156,1.0
225,71,251,1.0
225,71,79,1.0
226,72,241,1.0
226,72,238,1.0
226,72,458,1.0
226,72,460,1.0
227,72,241,1.0
227,72,238,1.0
227,72,275,1.0
227,72,270,1.0
227,72,438,1.0
228,72,83,1.0
228,72,86,1.0
228,72,238,1.0
228,72,458,1.0
228,72,460,1.0
229,72,241,1.0
229,72,238,1.0
229,72,443,1.0
229,72,438,1.0
230,73,241,1.0
230,73,238,1.0
230,73,215,1.0
231,73,83,1.0
231,73,86,1.0
231,73,238,1.0
231,73,215,1.0
232,73,241,1.0
232,73,238,1.0
232,73,311,1.0
232,73,207,1.0
233,74,159,1.0
233,74,152,1.0
233,74,305,1.0
233,74,149,1.0
233,74,144,1.0
233,74,427,1.0
233,74,428,1.0
233,74,365,1.0
234,74,380,1.0
234,74,382,1.0
234,74,305,1.0
234,74,149,1.0
234,74,144,1.0
234,74,427,1.0
234,74,428,1.0
234,74,365,1.0
235,74,159,1.0
235,74,152,1.0
235,74,445,1.0
235,74,151,1.0
235,74,144,1.0
235,74,427,1.0
235,74,428,1.0
235,74,365,1.0
236,75,159,1.0
236,75,152,1.0
236,75,409,1.0
237,75,380,1.0
237,75,382,1.0
237,75,409,1.0
238,75,83,1.0
238,75,84,1.0
238,75,382,1.0
238,75,409,1.0
239,76,159,1.0
239,76,152,1.0
239,76,305,1.0
239,76,149,1.0
239,76,144,1.0
239,76,427,1.0
240,76,380,1.0
240,76,382,1.0
240,76,305,1.0
240,76,149,1.0
240,76,144,1.0
240,76,427,1.0
241,76,159,1.0
241,76,152,1.0
241,76,445,1.0
241,76,151,1.0
241,76,144,1.0
241,76,427,1.0
242,77,159,1.0
242,77,152,1.0
242,77,305,1.0
242,77,149,1.0
243,77,380,1.0
243,77,382,1.0
243,77,305,1.0
243,77,149,1.0
244,77,159,1.0
244,77,152,1.0
244,77,445,1.0
244,77,151,1.0
245,78,159,1.0
245,78,156,1.0
245,78,251,1.0
246,78,83,1.0
246,78,88,1.0
246,78,156,1.0
246,78,251,1.0
247,78,159,1.0
247,78,156,1.0
247,78,1,1.0
247,78,2,1.0
248,79,241,1.0
248,79,238,1.0
248,79,443,1.0
248,79,419,1.0
248,79,395,1.0
248,79,385,1.0
248,79,171,1.0
248,79,166,1.0
249,79,241,1.0
249,79,238,1.0
249,79,275,1.0
249,79,272,1.0
249,79,288,1.0
249,79,119,1.0
249,79,124,1.0
249,79,171,1.0
249,79,166,1.0
250,79,83,1.0
250,79,86,1.0
250,79,238,1.0
250,79,443,1.0
250,79,419,1.0
250,79,395,1.0
250,79,385,1.0
250,79,171,1.0
250,79,166,1.0
251,79,241,1.0
251,79,238,1.0
251,79,458,1.0
251,79,460,1.0
251,79,397,1.0
251,79,385,1.0
251,79,171,1.0
251,79,166,1.0
252,80,159,1.0
252,80,156,1.0
252,80,404,1.0
253,80,83,1.0
253,80,88,1.0
253,80,156,1.0
253,80,404,1.0
254,80,380,1.0
254,80,155,1.0
254,80,156,1.0
254,80,404,1.0
255,81,241,1.0
255,81,238,1.0
255,81,443,1.0
255,81,419,1.0
255,81,395,1.0
255,81,385,1.0
255,81,171,1.0
255,81,162,1.0
256,81,241,1.0
256,81,238,1.0
256,81,275,1.0
256,81,272,1.0
256,81,288,1.0
256,81,119,1.0
256,81,124,1.0
256,81,171,1.0
256,81,162,1.0
257,81,83,1.0
257,81,86,1.0
257,81,238,1.0
257,81,443,1.0
257,81,419,1.0
257,81,395,1.0
257,81,385,1.0
257,81,171,1.0
257,81,162,1.0
258,81,241,1.0
258,81,238,1.0
258,81,458,1.0
258,81,460,1.0
258,81,397,1.0
