od_id,origin_customer_id,destination_customer_id,origin_customer_index,destination_customer_index,origin_node,destination_node,demand_veh_h,origin_time_window_type,origin_has_start_constraint,origin_start_time_h,origin_deadline_h,origin_demand_class,origin_task_demand,destination_time_window_type,destination_has_start_constraint,destination_start_time_h,destination_deadline_h,destination_demand_class,destination_task_demand,origin_ready_time_h,origin_due_time_h,destination_ready_time_h,destination_due_time_h,same_physical_node,od_type
13,Customer_1,Customer_15,0,14,39,74,8.0,before_20,False,,21.0,large,5.082,business_hours,True,7.5,17.25,large,7.293,0.0,21.0,7.5,17.25,False,customer_to_customer
14,Customer_1,Customer_16,0,15,39,18,8.0,before_20,False,,21.0,large,5.082,before_18,False,,17.25,large,6.366,0.0,21.0,0.0,17.25,False,customer_to_customer
15,Customer_1,Customer_17,0,16,39,40,8.0,before_20,False,,21.0,large,5.082,all_day,False,,23.75,medium,3.999,0.0,21.0,0.0,23.75,False,customer_to_customer
16,Customer_1,Customer_18,0,17,39,53,8.0,before_20,False,,21.0,large,5.082,before_18,False,,17.25,small,0.834,0.0,21.0,0.0,17.25,False,customer_to_customer
17,Customer_1,Customer_19,0,18,39,57,8.0,before_20,False,,21.0,large,5.082,all_day,False,,23.5,medium,3.112,0.0,21.0,0.0,23.5,False,customer_to_customer
18,Customer_1,Customer_20,0,19,39,12,8.0,before_20,False,,21.0,large,5.082,business_hours,True,8.25,17.75,medium,3.662,0.0,21.0,8.25,17.75,False,customer_to_customer
19,Customer_1,Customer_21,0,20,39,24,8.0,before_20,False,,21.0,large,5.082,before_18,False,,17.5,medium,3.927,0.0,21.0,0.0,17.5,False,customer_to_customer
20,Customer_1,Customer_22,0,21,39,65,8.0,before_20,False,,21.0,large,5.082,business_hours,True,8.5,17.25,medium,3.604,0.0,21.0,8.5,17.25,False,customer_to_customer
21,Customer_1,Customer_23,0,22,39,79,8.0,before_20,False,,21.0,large,5.082,before_20,False,,20.25,large,7.501,0.0,21.0,0.0,20.25,False,customer_to_customer
22,Customer_1,Customer_24,0,23,39,47,8.0,before_20,False,,21.0,large,5.082,before_20,False,,20.25,medium,3.852,0.0,21.0,0.0,20.25,False,customer_to_customer
23,Customer_1,Customer_25,0,24,39,34,8.0,before_20,False,,21.0,large,5.082,before_18,False,,17.25,medium,4.457,0.0,21.0,0.0,17.25,False,customer_to_customer
24,Customer_1,Customer_26,0,25,39,12,8.0,before_20,False,,21.0,large,5.082,before_20,False,,20.0,large,5.753,0.0,21.0,0.0,20.0,False,customer_to_customer
25,Customer_1,Customer_27,0,26,39,44,8.0,before_20,False,,21.0,large,5.082,before_20,False,,20.75,large,6.914,0.0,21.0,0.0,20.75,False,customer_to_customer
26,Customer_1,Customer_28,0,27,39,38,8.0,before_20,False,,21.0,large,5.082,before_20,False,,20.75,medium,4.186,0.0,21.0,0.0,20.75,False,customer_to_customer
27,Customer_1,Customer_29,0,28,39,20,8.0,before_20,False,,21.0,large,5.082,business_hours,True,8.75,18.25,medium,4.375,0.0,21.0,8.75,18.25,False,customer_to_customer
28,Customer_1,Customer_30,0,29,39,31,8.0,before_20,False,,21.0,large,5.082,before_12,False,,13.0,medium,4.581,0.0,21.0,0.0,13.0,False,customer_to_customer
29,Customer_1,Customer_31,0,30,39,40,8.0,before_20,False,,21.0,large,5.082,before_20,False,,20.5,medium,3.168,0.0,21.0,0.0,20.5,False,customer_to_customer
30,Customer_1,Customer_32,0,31,39,36,8.0,before_20,False,,21.0,large,5.082,before_18,False,,17.25,small,1.462,0.0,21.0,0.0,17.25,False,customer_to_customer
31,Customer_1,Customer_33,0,32,39,77,8.0,before_20,False,,21.0,large,5.082,afternoon_or_evening,True,12.75,21.75,medium,2.203,0.0,21.0,12.75,21.75,False,customer_to_customer
32,Customer_1,Customer_34,0,33,39,19,8.0,before_20,False,,21.0,large,5.082,before_12,False,,11.5,small,1.372,0.0,21.0,0.0,11.5,False,customer_to_customer
33,Customer_1,Customer_35,0,34,39,73,8.0,before_20,False,,21.0,large,5.082,afternoon_or_evening,True,12.0,23.25,large,5.08,0.0,21.0,12.0,23.25,False,customer_to_customer
34,Customer_1,Customer_36,0,35,39,68,8.0,before_20,False,,21.0,large,5.082,all_day,False,,23.0,large,7.781,0.0,21.0,0.0,23.0,False,customer_to_customer
35,Customer_1,Customer_37,0,36,39,75,8.0,before_20,False,,21.0,large,5.082,before_20,False,,20.0,small,1.664,0.0,21.0,0.0,20.0,False,customer_to_customer
36,Customer_1,Customer_38,0,37,39,78,8.0,before_20,False,,21.0,large,5.082,all_day,False,,23.25,medium,4.425,0.0,21.0,0.0,23.25,False,customer_to_customer
37,Customer_1,Customer_39,0,38,39,66,8.0,before_20,False,,21.0,large,5.082,business_hours,True,8.75,17.75,small,1.672,0.0,21.0,8.75,17.75,False,customer_to_customer
38,Customer_1,Customer_40,0,39,39,77,8.0,before_20,False,,21.0,large,5.082,business_hours,True,7.75,18.0,large,5.785,0.0,21.0,7.75,18.0,False,customer_to_customer
39,Customer_1,Customer_41,0,40,39,53,8.0,before_20,False,,21.0,large,5.082,business_hours,True,7.5,17.25,large,5.106,0.0,21.0,7.5,17.25,False,customer_to_customer
40,Customer_1,Customer_42,0,41,39,56,8.0,before_20,False,,21.0,large,5.082,all_day,False,,22.75,medium,3.77,0.0,21.0,0.0,22.75,False,customer_to_customer
41,Customer_1,Customer_43,0,42,39,24,8.0,before_20,False,,21.0,large,5.082,business_hours,True,7.5,17.75,large,7.914,0.0,21.0,7.5,17.75,False,customer_to_customer
42,Customer_1,Customer_44,0,43,39,46,8.0,before_20,False,,21.0,large,5.082,all_day,False,,23.25,small,1.962,0.0,21.0,0.0,23.25,False,customer_to_customer
43,Customer_1,Customer_45,0,44,39,68,8.0,before_20,False,,21.0,large,5.082,before_20,False,,20.75,small,1.204,0.0,21.0,0.0,20.75,False,customer_to_customer
44,Customer_1,Customer_46,0,45,39,5,8.0,before_20,False,,21.0,large,5.082,before_12,False,,12.0,medium,3.084,0.0,21.0,0.0,12.0,False,customer_to_customer
45,Customer_1,Customer_47,0,46,39,43,8.0,before_20,False,,21.0,large,5.082,all_day,False,,23.75,small,0.746,0.0,21.0,0.0,23.75,False,customer_to_customer
46,Customer_1,Customer_48,0,47,39,27,8.0,before_20,False,,21.0,large,5.082,before_20,False,,19.25,medium,2.11,0.0,21.0,0.0,19.25,False,customer_to_customer
47,Customer_1,Customer_49,0,48,39,66,8.0,before_20,False,,21.0,large,5.082,all_day,False,,22.75,medium,3.016,0.0,21.0,0.0,22.75,False,customer_to_customer
48,Customer_1,Customer_50,0,49,39,42,8.0,before_20,False,,21.0,large,5.082,all_day,False,,24.0,medium,4.123,0.0,21.0,0.0,24.0,False,customer_to_customer
49,Customer_1,Customer_51,0,50,39,64,8.0,before_20,False,,21.0,large,5.082,before_20,False,,19.5,small,1.604,0.0,21.0,0.0,19.5,False,customer_to_customer
50,Customer_1,Customer_52,0,51,39,0,8.0,before_20,False,,21.0,large,5.082,before_12,False,,11.75,large,6.981,0.0,21.0,0.0,11.75,False,customer_to_customer
51,Customer_1,Customer_53,0,52,39,15,8.0,before_20,False,,21.0,large,5.082,business_hours,True,7.5,19.0,medium,2.769,0.0,21.0,7.5,19.0,False,customer_to_customer
52,Customer_1,Customer_54,0,53,39,75,8.0,before_20,False,,21.0,large,5.082,before_20,False,,19.5,small,1.304,0.0,21.0,0.0,19.5,False,customer_to_customer
53,Customer_1,Customer_55,0,54,39,56,8.0,before_20,False,,21.0,large,5.082,business_hours,True,7.75,17.75,small,1.087,0.0,21.0,7.75,17.75,False,customer_to_customer
54,Customer_1,Customer_56,0,55,39,68,8.0,before_20,False,,21.0,large,5.082,before_18,False,,19.0,medium,2.573,0.0,21.0,0.0,19.0,False,customer_to_customer
55,Customer_1,Customer_57,0,56,39,17,8.0,before_20,False,,21.0,large,5.082,before_18,False,,17.25,medium,4.186,0.0,21.0,0.0,17.25,False,customer_to_customer
56,Customer_1,Customer_58,0,57,39,73,8.0,before_20,False,,21.0,large,5.082,before_20,False,,20.0,small,1.92,0.0,21.0,0.0,20.0,False,customer_to_customer
57,Customer_1,Customer_59,0,58,39,13,8.0,before_20,False,,21.0,large,5.082,afternoon_or_evening,True,12.25,22.5,small,1.182,0.0,21.0,12.25,22.5,False,customer_to_customer
58,Customer_1,Customer_60,0,59,39,61,8.0,before_20,False,,21.0,large,5.082,all_day,False,,23.0,large,5.554,0.0,21.0,0.0,23.0,False,customer_to_customer
59,Customer_2,Customer_1,1,0,44,39,8.0,before_20,False,,19.5,medium,4.395,before_20,False,,21.0,large,5.082,0.0,19.5,0.0,21.0,False,customer_to_customer
60,Customer_2,Customer_3,1,2,44,77,8.0,before_20,False,,19.5,medium,4.395,business_hours,True,7.75,18.0,small,1.255,0.0,19.5,7.75,18.0,False,customer_to_customer
61,Customer_2,Customer_4,1,3,44,44,8.0,before_20,False,,19.5,medium,4.395,before_20,False,,20.0,medium,2.249,0.0,19.5,0.0,20.0,True,customer_to_customer
62,Customer_2,Customer_5,1,4,44,19,8.0,before_20,False,,19.5,medium,4.395,business_hours,True,8.0,17.75,medium,4.662,0.0,19.5,8.0,17.75,False,customer_to_customer
63,Customer_2,Customer_6,1,5,44,56,8.0,before_20,False,,19.5,medium,4.395,all_day,False,,23.75,medium,4.742,0.0,19.5,0.0,23.75,False,customer_to_customer
64,Customer_2,Customer_7,1,6,44,78,8.0,before_20,False,,19.5,medium,4.395,business_hours,True,8.75,17.5,medium,3.0,0.0,19.5,8.75,17.5,False,customer_to_customer
65,Customer_2,Customer_8,1,7,44,13,8.0,before_20,False,,19.5,medium,4.395,business_hours,True,7.5,19.0,medium,4.333,0.0,19.5,7.5,19.0,False,customer_to_customer
66,Customer_2,Customer_9,1,8,44,39,8.0,before_20,False,,19.5,medium,4.395,before_20,False,,20.75,small,1.776,0.0,19.5,0.0,20.75,False,customer_to_customer
67,Customer_2,Customer_10,1,9,44,29,8.0,before_20,False,,19.5,medium,4.395,before_20,False,,20.5,medium,2.955,0.0,19.5,0.0,20.5,False,customer_to_customer
68,Customer_2,Customer_11,1,10,44,10,8.0,before_20,False,,19.5,medium,4.395,before_18,False,,18.0,small,1.544,0.0,19.5,0.0,18.0,False,customer_to_customer
69,Customer_2,Customer_12,1,11,44,67,8.0,before_20,False,,19.5,medium,4.395,afternoon_or_evening,True,12.5,23.0,large,5.593,0.0,19.5,12.5,23.0,False,customer_to_customer
70,Customer_2,Customer_13,1,12,44,61,8.0,before_20,False,,19.5,medium,4.395,business_hours,True,8.0,19.0,large,7.817,0.0,19.5,8.0,19.0,False,customer_to_customer
71,Customer_2,Customer_14,1,13,44,6,8.0,before_20,False,,19.5,medium,4.395,all_day,False,,22.75,large,6.263,0.0,19.5,0.0,22.75,False,customer_to_customer
72,Customer_2,Customer_15,1,14,44,74,8.0,before_20,False,,19.5,medium,4.395,business_hours,True,7.5,17.25,large,7.293,0.0,19.5,7.5,17.25,False,customer_to_customer
73,Customer_2,Customer_16,1,15,44,18,8.0,before_20,False,,19.5,medium,4.395,before_18,False,,17.25,large,6.366,0.0,19.5,0.0,17.25,False,customer_to_customer
74,Customer_2,Customer_17,1,16,44,40,8.0,before_20,False,,19.5,medium,4.395,all_day,False,,23.75,medium,3.999,0.0,19.5,0.0,23.75,False,customer_to_customer
75,Customer_2,Customer_18,1,17,44,53,8.0,before_20,False,,19.5,medium,4.395,before_18,False,,17.25,small,0.834,0.0,19.5,0.0,17.25,False,customer_to_customer
76,Customer_2,Customer_19,1,18,44,57,8.0,before_20,False,,19.5,medium,4.395,all_day,False,,23.5,medium,3.112,0.0,19.5,0.0,23.5,False,customer_to_customer
77,Customer_2,Customer_20,1,19,44,12,8.0,before_20,False,,19.5,medium,4.395,business_hours,True,8.25,17.75,medium,3.662,0.0,19.5,8.25,17.75,False,customer_to_customer
78,Customer_2,Customer_21,1,20,44,24,8.0,before_20,False,,19.5,medium,4.395,before_18,False,,17.5,medium,3.927,0.0,19.5,0.0,17.5,False,customer_to_customer
79,Customer_2,Customer_22,1,21,44,65,8.0,before_20,False,,19.5,medium,4.395,business_hours,True,8.5,17.25,medium,3.604,0.0,19.5,8.5,17.25,False,customer_to_customer
80,Customer_2,Customer_23,1,22,44,79,8.0,before_20,False,,19.5,medium,4.395,before_20,False,,20.25,large,7.501,0.0,19.5,0.0,20.25,False,customer_to_customer
81,Customer_2,Customer_24,1,23,44,47,8.0,before_20,False,,19.5,medium,4.395,before_20,False,,20.25,medium,3.852,0.0,19.5,0.0,20.25,False,customer_to_customer
82,Customer_2,Customer_25,1,24,44,34,8.0,before_20,False,,19.5,medium,4.395,before_18,False,,17.25,medium,4.457,0.0,19.5,0.0,17.25,False,customer_to_customer
83,Customer_2,Customer_26,1,25,44,12,8.0,before_20,False,,19.5,medium,4.395,before_20,False,,20.0,large,5.753,0.0,19.5,0.0,20.0,False,customer_to_customer
84,Customer_2,Customer_27,1,26,44,44,8.0,before_20,False,,19.5,medium,4.395,before_20,False,,20.75,large,6.914,0.0,19.5,0.0,20.75,True,customer_to_customer
85,Customer_2,Customer_28,1,27,44,38,8.0,before_20,False,,19.5,medium,4.395,before_20,False,,20.75,medium,4.186,0.0,19.5,0.0,20.75,False,customer_to_customer
86,Customer_2,Customer_29,1,28,44,20,8.0,before_20,False,,19.5,medium,4.395,business_hours,True,8.75,18.25,medium,4.375,0.0,19.5,8.75,18.25,False,customer_to_customer
87,Customer_2,Customer_30,1,29,44,31,8.0,before_20,False,,19.5,medium,4.395,before_12,False,,13.0,medium,4.581,0.0,19.5,0.0,13.0,False,customer_to_customer
88,Customer_2,Customer_31,1,30,44,40,8.0,before_20,False,,19.5,medium,4.395,before_20,False,,20.5,medium,3.168,0.0,19.5,0.0,20.5,False,customer_to_customer
89,Customer_2,Customer_32,1,31,44,36,8.0,before_20,False,,19.5,medium,4.395,before_18,False,,17.25,small,1.462,0.0,19.5,0.0,17.25,False,customer_to_customer
90,Customer_2,Customer_33,1,32,44,77,8.0,before_20,False,,19.5,medium,4.395,afternoon_or_evening,True,12.75,21.75,medium,2.203,0.0,19.5,12.75,21.75,False,customer_to_customer
91,Customer_2,Customer_34,1,33,44,19,8.0,before_20,False,,19.5,medium,4.395,before_12,False,,11.5,small,1.372,0.0,19.5,0.0,11.5,False,customer_to_customer
92,Customer_2,Customer_35,1,34,44,73,8.0,before_20,False,,19.5,medium,4.395,afternoon_or_evening,True,12.0,23.25,large,5.08,0.0,19.5,12.0,23.25,False,customer_to_customer
93,Customer_2,Customer_36,1,35,44,68,8.0,before_20,False,,19.5,medium,4.395,all_day,False,,23.0,large,7.781,0.0,19.5,0.0,23.0,False,customer_to_customer
94,Customer_2,Customer_37,1,36,44,75,8.0,before_20,False,,19.5,medium,4.395,before_20,False,,20.0,small,1.664,0.0,19.5,0.0,20.0,False,customer_to_customer
95,Customer_2,Customer_38,1,37,44,78,8.0,before_20,False,,19.5,medium,4.395,all_day,False,,23.25,medium,4.425,0.0,19.5,0.0,23.25,False,customer_to_customer
96,Customer_2,Customer_39,1,38,44,66,8.0,before_20,False,,19.5,medium,4.395,business_hours,True,8.75,17.75,small,1.672,0.0,19.5,8.75,17.75,False,customer_to_customer
97,Customer_2,Customer_40,1,39,44,77,8.0,before_20,False,,19.5,medium,4.395,business_hours,True,7.75,18.0,large,5.785,0.0,19.5,7.75,18.0,False,customer_to_customer
98,Customer_2,Customer_41,1,40,44,53,8.0,before_20,False,,19.5,medium,4.395,business_hours,True,7.5,17.25,large,5.106,0.0,19.5,7.5,17.25,False,customer_to_customer
99,Customer_2,Customer_42,1,41,44,56,8.0,before_20,False,,19.5,medium,4.395,all_day,False,,22.75,medium,3.77,0.0,19.5,0.0,22.75,False,customer_to_customer
100,Customer_2,Customer_43,1,42,44,24,8.0,before_20,False,,19.5,medium,4.395,business_hours,True,7.5,17.75,large,7.914,0.0,19.5,7.5,17.75,False,customer_to_customer
101,Customer_2,Customer_44,1,43,44,46,8.0,before_20,False,,19.5,medium,4.395,all_day,False,,23.25,small,1.962,0.0,19.5,0.0,23.25,False,customer_to_customer
102,Customer_2,Customer_45,1,44,44,68,8.0,before_20,False,,19.5,medium,4.395,before_20,False,,20.75,small,1.204,0.0,19.5,0.0,20.75,False,customer_to_customer
103,Customer_2,Customer_46,1,45,44,5,8.0,before_20,False,,19.5,medium,4.395,before_12,False,,12.0,medium,3.084,0.0,19.5,0.0,12.0,False,customer_to_customer
104,Customer_2,Customer_47,1,46,44,43,8.0,before_20,False,,19.5,medium,4.395,all_day,False,,23.75,small,0.746,0.0,19.5,0.0,23.75,False,customer_to_customer
105,Customer_2,Customer_48,1,47,44,27,8.0,before_20,False,,19.5,medium,4.395,before_20,False,,19.25,medium,2.11,0.0,19.5,0.0,19.25,False,customer_to_customer
106,Customer_2,Customer_49,1,48,44,66,8.0,before_20,False,,19.5,medium,4.395,all_day,False,,22.75,medium,3.016,0.0,19.5,0.0,22.75,False,customer_to_customer
107,Customer_2,Customer_50,1,49,44,42,8.0,before_20,False,,19.5,medium,4.395,all_day,False,,24.0,medium,4.123,0.0,19.5,0.0,24.0,False,customer_to_customer
108,Customer_2,Customer_51,1,50,44,64,8.0,before_20,False,,19.5,medium,4.395,before_20,False,,19.5,small,1.604,0.0,19.5,0.0,19.5,False,customer_to_customer
109,Customer_2,Customer_52,1,51,44,0,8.0,before_20,False,,19.5,medium,4.395,before_12,False,,11.75,large,6.981,0.0,19.5,0.0,11.75,False,customer_to_customer
110,Customer_2,Customer_53,1,52,44,15,8.0,before_20,False,,19.5,medium,4.395,business_hours,True,7.5,19.0,medium,2.769,0.0,19.5,7.5,19.0,False,customer_to_customer
111,Customer_2,Customer_54,1,53,44,75,8.0,before_20,False,,19.5,medium,4.395,before_20,False,,19.5,small,1.304,0.0,19.5,0.0,19.5,False,customer_to_customer
112,Customer_2,Customer_55,1,54,44,56,8.0,before_20,False,,19.5,medium,4.395,business_hours,True,7.75,17.75,small,1.087,0.0,19.5,7.75,17.75,False,customer_to_customer
113,Customer_2,Customer_56,1,55,44,68,8.0,before_20,False,,19.5,medium,4.395,before_18,False,,19.0,medium,2.573,0.0,19.5,0.0,19.0,False,customer_to_customer
114,Customer_2,Customer_57,1,56,44,17,8.0,before_20,False,,19.5,medium,4.395,before_18,False,,17.25,medium,4.186,0.0,19.5,0.0,17.25,False,customer_to_customer
115,Customer_2,Customer_58,1,57,44,73,8.0,before_20,False,,19.5,medium,4.395,before_20,False,,20.0,small,1.92,0.0,19.5,0.0,20.0,False,customer_to_customer
116,Customer_2,Customer_59,1,58,44,13,8.0,before_20,False,,19.5,medium,4.395,afternoon_or_evening,True,12.25,22.5,small,1.182,0.0,19.5,12.25,22.5,False,customer_to_customer
117,Customer_2,Customer_60,1,59,44,61,8.0,before_20,False,,19.5,medium,4.395,all_day,False,,23.0,large,5.554,0.0,19.5,0.0,23.0,False,customer_to_customer
118,Customer_3,Customer_1,2,0,77,39,8.0,business_hours,True,7.75,18.0,small,1.255,before_20,False,,21.0,large,5.082,7.75,18.0,0.0,21.0,False,customer_to_customer
119,Customer_3,Customer_2,2,1,77,44,8.0,business_hours,True,7.75,18.0,small,1.255,before_20,False,,19.5,medium,4.395,7.75,18.0,0.0,19.5,False,customer_to_customer
120,Customer_3,Customer_4,2,3,77,44,8.0,business_hours,True,7.75,18.0,small,1.255,before_20,False,,20.0,medium,2.249,7.75,18.0,0.0,20.0,False,customer_to_customer
121,Customer_3,Customer_5,2,4,77,19,8.0,business_hours,True,7.75,18.0,small,1.255,business_hours,True,8.0,17.75,medium,4.662,7.75,18.0,8.0,17.75,False,customer_to_customer
122,Customer_3,Customer_6,2,5,77,56,8.0,business_hours,True,7.75,18.0,small,1.255,all_day,False,,23.75,medium,4.742,7.75,18.0,0.0,23.75,False,customer_to_customer
123,Customer_3,Customer_7,2,6,77,78,8.0,business_hours,True,7.75,18.0,small,1.255,business_hours,True,8.75,17.5,medium,3.0,7.75,18.0,8.75,17.5,False,customer_to_customer
124,Customer_3,Customer_8,2,7,77,13,8.0,business_hours,True,7.75,18.0,small,1.255,business_hours,True,7.5,19.0,medium,4.333,7.75,18.0,7.5,19.0,False,customer_to_customer
125,Customer_3,Customer_9,2,8,77,39,8.0,business_hours,True,7.75,18.0,small,1.255,before_20,False,,20.75,small,1.776,7.75,18.0,0.0,20.75,False,customer_to_customer
126,Customer_3,Customer_10,2,9,77,29,8.0,business_hours,True,7.75,18.0,small,1.255,before_20,False,,20.5,medium,2.955,7.75,18.0,0.0,20.5,False,customer_to_customer
127,Customer_3,Customer_11,2,10,77,10,8.0,business_hours,True,7.75,18.0,small,1.255,before_18,False,,18.0,small,1.544,7.75,18.0,0.0,18.0,False,customer_to_customer
128,Customer_3,Customer_12,2,11,77,67,8.0,business_hours,True,7.75,18.0,small,1.255,afternoon_or_evening,True,12.5,23.0,large,5.593,7.75,18.0,12.5,23.0,False,customer_to_customer
129,Customer_3,Customer_13,2,12,77,61,8.0,business_hours,True,7.75,18.0,small,1.255,business_hours,True,8.0,19.0,large,7.817,7.75,18.0,8.0,19.0,False,customer_to_customer
130,Customer_3,Customer_14,2,13,77,6,8.0,business_hours,True,7.75,18.0,small,1.255,all_day,False,,22.75,large,6.263,7.75,18.0,0.0,22.75,False,customer_to_customer
131,Customer_3,Customer_15,2,14,77,74,8.0,business_hours,True,7.75,18.0,small,1.255,business_hours,True,7.5,17.25,large,7.293,7.75,18.0,7.5,17.25,False,customer_to_customer
132,Customer_3,Customer_16,2,15,77,18,8.0,business_hours,True,7.75,18.0,small,1.255,before_18,False,,17.25,large,6.366,7.75,18.0,0.0,17.25,False,customer_to_customer
133,Customer_3,Customer_17,2,16,77,40,8.0,business_hours,True,7.75,18.0,small,1.255,all_day,False,,23.75,medium,3.999,7.75,18.0,0.0,23.75,False,customer_to_customer
134,Customer_3,Customer_18,2,17,77,53,8.0,business_hours,True,7.75,18.0,small,1.255,before_18,False,,17.25,small,0.834,7.75,18.0,0.0,17.25,False,customer_to_customer
135,Customer_3,Customer_19,2,18,77,57,8.0,business_hours,True,7.75,18.0,small,1.255,all_day,False,,23.5,medium,3.112,7.75,18.0,0.0,23.5,False,customer_to_customer
136,Customer_3,Customer_20,2,19,77,12,8.0,business_hours,True,7.75,18.0,small,1.255,business_hours,True,8.25,17.75,medium,3.662,7.75,18.0,8.25,17.75,False,customer_to_customer
137,Customer_3,Customer_21,2,20,77,24,8.0,business_hours,True,7.75,18.0,small,1.255,before_18,False,,17.5,medium,3.927,7.75,18.0,0.0,17.5,False,customer_to_customer
138,Customer_3,Customer_22,2,21,77,65,8.0,business_hours,True,7.75,18.0,small,1.255,business_hours,True,8.5,17.25,medium,3.604,7.75,18.0,8.5,17.25,False,customer_to_customer
139,Customer_3,Customer_23,2,22,77,79,8.0,business_hours,True,7.75,18.0,small,1.255,before_20,False,,20.25,large,7.501,7.75,18.0,0.0,20.25,False,customer_to_customer
140,Customer_3,Customer_24,2,23,77,47,8.0,business_hours,True,7.75,18.0,small,1.255,before_20,False,,20.25,medium,3.852,7.75,18.0,0.0,20.25,False,customer_to_customer
141,Customer_3,Customer_25,2,24,77,34,8.0,business_hours,True,7.75,18.0,small,1.255,before_18,False,,17.25,medium,4.457,7.75,18.0,0.0,17.25,False,customer_to_customer
142,Customer_3,Customer_26,2,25,77,12,8.0,business_hours,True,7.75,18.0,small,1.255,before_20,False,,20.0,large,5.753,7.75,18.0,0.0,20.0,False,customer_to_customer
143,Customer_3,Customer_27,2,26,77,44,8.0,business_hours,True,7.75,18.0,small,1.255,before_20,False,,20.75,large,6.914,7.75,18.0,0.0,20.75,False,customer_to_customer
144,Customer_3,Customer_28,2,27,77,38,8.0,business_hours,True,7.75,18.0,small,1.255,before_20,False,,20.75,medium,4.186,7.75,18.0,0.0,20.75,False,customer_to_customer
145,Customer_3,Customer_29,2,28,77,20,8.0,business_hours,True,7.75,18.0,small,1.255,business_hours,True,8.75,18.25,medium,4.375,7.75,18.0,8.75,18.25,False,customer_to_customer
146,Customer_3,Customer_30,2,29,77,31,8.0,business_hours,True,7.75,18.0,small,1.255,before_12,False,,13.0,medium,4.581,7.75,18.0,0.0,13.0,False,customer_to_customer
147,Customer_3,Customer_31,2,30,77,40,8.0,business_hours,True,7.75,18.0,small,1.255,before_20,False,,20.5,medium,3.168,7.75,18.0,0.0,20.5,False,customer_to_customer
148,Customer_3,Customer_32,2,31,77,36,8.0,business_hours,True,7.75,18.0,small,1.255,before_18,False,,17.25,small,1.462,7.75,18.0,0.0,17.25,False,customer_to_customer
149,Customer_3,Customer_33,2,32,77,77,8.0,business_hours,True,7.75,18.0,small,1.255,afternoon_or_evening,True,12.75,21.75,medium,2.203,7.75,18.0,12.75,21.75,True,customer_to_customer
150,Customer_3,Customer_34,2,33,77,19,8.0,business_hours,True,7.75,18.0,small,1.255,before_12,False,,11.5,small,1.372,7.75,18.0,0.0,11.5,False,customer_to_customer
